R,G,B,Thickness
11.576,10.8832,8.1364,48.26666667
10.826174410813113,11.729848857841143,9.594694924125209,47.96666667
13.33698504788,12.112036118547381,8.233817440859507,48.16666667
9.35429744877387,9.887612879106477,6.912199414159615,48.6
4.799664717588601,2.776090516061538,1.0865102722993087,59.53333333
5.191767523177669,4.694571038593151,0.6392447586489522,59.76666667
11.061930257493106,3.6863364901031064,0.7783263681144909,59.8
2.0141462439743396,4.680325182644636,1.2026902881359645,60.1
2.127753161066254,1.6004516738209962,1.362857017329801,68.26666667
0.9949865508191434,1.141196720106551,2.471568093992543,68.83333333
1.4408430748355538,1.744328045987442,1.8595023325978688,68.2
0.7353618412545891,0.6344897873088073,1.8366755144886775,69.7
0.9521622532990582,1.2877979102830464,7.161380504955881,79.1
1.3597773013685635,1.093592366259058,10.674005376814259,80.03333333
1.1525248849679928,1.4534464329981878,11.718228050050858,79.0
0.3052631078211651,2.5339340361426963,6.133251033520428,81.46666667
0.6896440809168889,8.877965172213331,19.508232129180396,92.4
1.3184503512382815,6.876520651402505,28.21032476776752,92.83333333
1.0237819233103587,8.555825389930027,21.489897816135052,93.53333333
0.6047530562719441,8.722279204912418,26.459541514509056,93.5
0.5744064861434784,3.0035553428395505,12.235578099917332,81.5
0.5415423669480488,2.2694527103493436,12.661258825393267,81.83333333
0.29247319703209745,1.6142266486998547,10.790974067908708,81.73333333
0.752837939869354,2.657108618680117,15.602852669505165,80.66666667
0.4140377759128236,1.692654770359424,6.606882197564756,74.76666667
0.8111375851065235,0.891573678839254,8.048828924620084,75.03333333
1.483630877871648,0.9964220495279229,8.668116365382957,75.53333333
4.813498854062994,0.6929834811800097,11.370427528446493,75.63333333
10.799320802696416,2.313071051982763,0.5091139849872626,61.36666667
3.910231198536079,2.9093198395229,0.4711203424962614,61.53333333
4.945266912461517,1.4532741904637099,0.5484764936625662,61.8
4.908807879788505,1.763775102168136,1.0085307025072268,61.86666667
2.772910636453533,0.4193928661854826,5.470401890614774,63.5
6.268149515425938,0.6604829227292793,2.0937207283220283,64.9
3.0910178042921848,0.5410635116991248,2.0823161971648174,63.5
0.48258609432595667,4.319472189926889,11.710317806697713,77.03333333
0.4822774245931852,2.5837358321985895,14.369197522158187,78.53333333
0.9377054575178608,0.9601655923229536,13.645027120754298,77.2
0.7269915163083953,3.3299006944891922,12.713758756125355,77.13333333
0.560403674612862,4.559186541977087,12.714469202109159,87.6
1.03741653998288,7.974264295721277,18.84418968166541,87.76666667
1.0190249109648517,6.244750509710312,23.80520432497745,87.06666667
0.7520174227731564,7.620262768277301,18.87657960706579,88.56666667
1.5515518537523836,17.13674873030119,33.72123729696475,101.8333333
1.4150421323800997,14.23895424248524,31.75209957642958,101.4666667
1.769379657493296,17.342802429518965,36.67985347178808,101.4333333
1.3398737377123475,20.8121626212437,30.67469858560939,102.2666667
0.5652060670923789,1.822799798836695,9.70743072646216,73.23333333
0.9039281165050328,2.026726993116951,10.370401406025014,73.86666667
1.5083228073794281,1.0401456587732947,14.657460839305719,73.13333333
0.2611462834652574,1.957361757376539,11.891246007376319,73.76666667
0.6745618673523147,11.22555452319044,21.34945336955869,84.5
0.8891141245207224,8.572719433300302,27.0945335983212,82.73333333
0.690635338319085,10.806110926707639,23.170596181721653,84.53333333
0.854866676696785,8.420604079211696,21.66978549562615,83.06666667
3.7341950244825703,19.715681379562728,34.459888340550044,96.63333333
1.743036099663319,16.749542217356073,27.281564721595817,95.93333333
0.9461674377118452,18.42914700641049,37.322511354058435,97.46666667
1.8161016648421857,21.86590635025783,41.95718426591636,97.93333333
13.711352869203026,26.213000405551657,36.673591194327166,111.9
10.884294901908753,24.658641563112475,36.239468925414904,109.4333333
5.8885203600124525,26.402614334580058,38.519733117191414,109.3
12.869714098352496,29.913733728597226,35.74157399057797,111.5333333
1.3022082448638292,14.175805940970248,26.933290060794832,77.8
1.0985916040282613,18.00476292851883,34.43863076196227,80.3
0.9158411391973166,12.78187649283166,22.664015251779887,75.9
0.934302095421539,15.039476893466974,23.2982925183784,77.73333333
