1200,1195,1190,1185,1180,1175,1170,1165,1160,1155,1150,1145,1140,1135,1130,1125,1120,1115,1110,1105,1100,1095,1090,1085,1080,1075,1070,1065,1060,1055,1050,1045,1040,1035,1030,1025,1020,1015,1010,1005,1000,995,990,985,980,975,970,965,960,955,950,945,940,935,930,925,920,915,910,905,900,895,890,885,880,875,870,865,860,855,850,845,840,835,830,825,820,815,810,805,800,795,790,785,780,775,770,765,760,755,750,745,740,735,730,725,720,715,710,705,700,695,690,685,680,675,670,665,660,655,650,645,640,635,630,625,620,615,610,605,600,595,590,585,580,575,570,565,560,555,550,545,540,535,530,525,520,515,510,505,500,495,490,485,480,475,470,465,460,455,450,445,440,435,430,425,420,415,410,405,400,395,390,385,380,375,370,365,360,355,350,345,340,335,330,325,320,315,310,305,300
42.8896,42.8803,42.867,42.8363,42.8053,42.7561,42.6851,42.6006,42.5074,42.383,42.2533,42.0891,41.8849,41.7179,41.4781,41.2274,40.9373,40.6286,40.2963,39.9409,39.5139,39.058,38.5395,37.9821,37.3316,36.6447,35.8343,34.9862,34.042,33.1083,32.0868,31.1113,30.1315,29.2191,28.3815,27.6341,26.9741,26.4186,25.9713,25.556,25.274,25.0035,24.7854,24.6931,24.525,24.4429,24.3656,24.345,24.2637,24.2206,24.1225,24.0671,24.0259,24.0357,23.9346,23.8763,23.826,23.7792,23.803,23.6749,23.6149,23.5673,23.5703,23.4526,23.4324,23.3271,23.273,23.203,23.1222,23.0488,22.9557,22.8595,22.7704,22.6853,22.5871,22.4958,22.3971,22.3104,22.22,22.1304,22.0505,21.9533,21.8585,21.7772,21.6708,21.5832,21.4883,21.3877,21.3009,21.1958,22.5196,22.3962,22.1865,22.0306,21.9237,21.6657,21.468,21.2897,20.9655,20.885,20.7005,20.5004,20.3237,20.1684,19.9868,19.8013,19.6362,19.4454,19.2529,19.024,18.8695,18.6757,18.4818,18.2738,18.0718,17.8716,17.6447,17.433,17.2281,17.0023,16.7699,16.5514,16.3287,16.0895,15.8499,15.6164,15.3582,15.0993,14.8345,14.5661,14.3029,14.0362,13.7469,13.466,13.177,12.8751,12.5728,12.2874,11.9553,11.6338,11.3192,10.9916,10.6637,10.3432,10.0029,9.67638,9.33547,9.00501,8.67292,8.32908,8.04653,7.74618,7.45374,7.18697,6.94862,6.73537,6.56595,6.44351,6.4028,6.45305,6.62152,6.97306,7.52722,8.39254,9.67872,11.5639,13.6345,14.8165,15.503,15.7409,16.2724,17.2131,18.6438,20.3104,22.2471,24.4807,26.9655,29.7477,32.9686,36.7992,41.3415
41.5872,41.5717,41.5558,41.511,41.4756,41.4237,41.3529,41.2664,41.1847,41.0704,40.9349,40.8055,40.5933,40.4437,40.2023,39.9588,39.6644,39.3861,39.061,38.747,38.3205,37.901,37.3997,36.8757,36.2485,35.6008,34.8277,34.0066,33.127,32.1837,31.2264,30.2566,29.3281,28.4493,27.6585,26.8967,26.2856,25.6728,25.2688,24.8362,24.5814,24.323,24.1348,24.0248,23.8843,23.7822,23.7113,23.6755,23.6306,23.5866,23.4901,23.4432,23.4048,23.4132,23.3271,23.2805,23.2348,23.1962,23.2138,23.1047,23.0456,22.9919,23.0019,22.8796,22.854,22.7587,22.6918,22.6192,22.5231,22.4304,22.3463,22.2469,22.1484,22.0493,21.9435,21.8511,21.7491,21.6491,21.5652,21.4817,21.3808,21.296,21.2115,21.1223,21.0378,20.9436,20.8617,20.7651,20.6707,20.581,22.6491,22.5097,22.3095,22.2093,21.9231,21.7626,21.5855,21.3812,21.073,20.989,20.8061,20.6173,20.4126,20.2503,20.0889,19.8988,19.7052,19.5121,19.367,19.0947,18.9393,18.7407,18.5474,18.3479,18.1502,17.9356,17.7158,17.5232,17.2947,17.0649,16.8507,16.6184,16.3997,16.1613,15.919,15.6763,15.4211,15.1645,14.8914,14.621,14.3617,14.0784,13.8015,13.5167,13.2202,12.9307,12.6263,12.3207,11.992,11.6784,11.3524,11.0253,10.7048,10.3705,10.0384,9.70326,9.36185,9.02888,8.69494,8.37924,8.06076,7.7557,7.42675,7.18906,6.92643,6.73215,6.55466,6.42858,6.38059,6.42389,6.59442,6.91832,7.47332,8.34586,9.65678,11.4869,13.5564,14.8785,15.3955,15.6221,16.1326,17.1074,18.452,20.1602,22.1066,24.3548,26.7889,29.6559,32.9009,36.5783,41.1869
42.9807,42.97,42.9643,42.926,42.9081,42.8387,42.7839,42.6806,42.599,42.4763,42.3365,42.1769,42.0008,41.8117,41.5947,41.3153,41.0372,40.7089,40.371,40.0243,39.6098,39.1432,38.6244,38.0658,37.4075,36.7341,35.9152,35.0677,34.1366,33.1805,32.1512,31.1699,30.1872,29.3132,28.4741,27.7317,27.1095,26.5299,26.0558,25.685,25.3851,25.1447,24.9262,24.8289,24.6876,24.5889,24.5089,24.4856,24.4056,24.3703,24.2645,24.2192,24.171,24.1806,24.0804,24.0246,23.9814,23.9415,23.9495,23.8375,23.7653,23.7254,23.7337,23.6006,23.5963,23.4945,23.438,23.3669,23.2806,23.1939,23.1095,23.028,22.9412,22.8512,22.7595,22.6718,22.5728,22.4941,22.4096,22.3196,22.2261,22.1494,22.0548,21.9684,21.8672,21.7738,21.6798,21.5792,21.4839,21.3842,22.7292,22.5781,22.3928,22.224,22.0388,21.9507,21.6778,21.4822,21.1699,21.0966,20.8949,20.7163,20.5186,20.3618,20.1963,20.0477,19.8394,19.647,19.46,19.2434,19.0714,18.8813,18.7251,18.4905,18.2858,18.1107,17.8669,17.6594,17.4478,17.2351,17.011,16.79,16.5547,16.3266,16.089,15.8469,15.6019,15.3445,15.0792,14.8124,14.5472,14.28,14.0001,13.728,13.4237,13.1358,12.8272,12.5295,12.2147,11.8936,11.5695,11.2521,10.9239,10.594,10.2614,9.92102,9.59422,9.25384,8.91096,8.59966,8.28738,7.98854,7.65515,7.41161,7.15987,6.94369,6.74461,6.62352,6.55939,6.59784,6.74366,7.05405,7.58641,8.40821,9.69004,11.4817,13.4487,14.6503,15.1264,15.312,15.8022,16.7379,18.0661,19.6929,21.6427,23.9751,26.3148,29.1096,32.4474,36.0285,40.7427
39.2415,39.1803,39.1041,39.0124,38.9146,38.8205,38.7224,38.6092,38.4883,38.3309,38.1441,37.9388,37.7096,37.4494,37.1774,36.8824,36.5812,36.2515,35.898,35.5082,35.1002,34.6465,34.16,33.6259,33.034,32.3996,31.6857,30.933,30.1102,29.2629,28.3768,27.5225,26.6654,25.8661,25.1188,24.4366,23.8224,23.2952,22.8269,22.4414,22.1284,21.8689,21.6676,21.5093,21.3838,21.2827,21.2041,21.1417,21.0955,21.0533,21.0238,20.9979,20.9777,20.9629,20.9497,20.9168,20.9258,20.9165,20.904,20.8929,20.8765,20.8371,20.8325,20.8077,20.7787,20.7414,20.6983,20.6478,20.5917,20.5344,20.4632,20.3945,20.328,20.2542,20.1895,20.1192,20.0555,20.0026,19.9527,19.9097,19.8734,19.8382,19.8035,19.7662,19.7335,19.6924,19.6614,19.6286,19.591,19.5555,21.8134,21.6875,21.5962,21.4832,21.3966,21.2568,21.1963,21.0569,20.9464,20.8668,20.7135,20.6645,20.5951,20.5279,20.3755,20.1891,20.0773,19.9617,19.8521,19.7104,19.6161,19.4857,19.3671,19.2423,19.1075,18.9849,18.8386,18.6974,18.5553,18.3991,18.2256,18.0607,17.8771,17.6963,17.49,17.2555,17.0154,16.737,16.4357,16.0949,15.7089,15.2858,14.8168,14.2974,13.7275,13.1146,12.4663,11.8169,11.1738,10.5568,9.98469,9.48327,9.05817,8.71821,8.4521,8.25755,8.11094,8.00711,7.91185,7.83853,7.75037,7.67491,7.61672,7.55496,7.51558,7.47353,7.40775,7.40711,7.43421,7.49366,7.58892,7.7469,7.97283,8.31015,8.77997,9.4038,10.0409,10.5168,10.7045,10.8246,11.0331,11.372,11.6736,12.1802,12.8054,13.553,14.4224,15.4258,16.5176,17.697,18.9095
41.9436,41.9261,41.9014,41.859,41.823,41.749,41.6718,41.5448,41.4638,41.3088,41.1682,40.9755,40.7558,40.5436,40.294,39.9981,39.6793,39.322,38.9489,38.544,38.077,37.5711,36.9956,36.3781,35.6598,34.8993,34.0101,33.0757,32.0112,30.9665,29.8723,28.7988,27.6895,26.7142,25.8105,24.957,24.2527,23.5957,23.0876,22.6252,22.286,21.9684,21.7136,21.5547,21.3806,21.2267,21.1235,21.0413,20.9505,20.8555,20.7274,20.6387,20.5566,20.5162,20.3807,20.2827,20.1957,20.1026,20.0661,19.9102,19.8106,19.7045,19.6471,19.4891,19.4247,19.2899,19.1798,19.057,18.9326,18.7956,18.6708,18.5356,18.3884,18.2373,18.1159,17.9689,17.8218,17.6719,17.5371,17.3867,17.2248,17.085,16.935,16.7766,16.6214,16.4643,16.3098,16.1386,15.9937,15.8087,16.6077,16.3873,16.1492,15.9077,15.6625,15.434,15.249,14.9368,14.6074,14.4259,14.1801,13.9208,13.67,13.4368,13.2066,12.9477,12.6903,12.4529,12.174,11.8888,11.6411,11.3726,11.1106,10.8376,10.583,10.2854,9.9879,9.71189,9.41962,9.13415,8.83855,8.55168,8.25136,7.95859,7.66536,7.35556,7.05413,6.75094,6.44347,6.13479,5.83496,5.53509,5.24072,4.94928,4.65894,4.37227,4.08915,3.8165,3.55772,3.30793,3.07408,2.85668,2.66129,2.48585,2.33647,2.21444,2.1289,2.07971,2.07194,2.11594,2.21592,2.36538,2.61206,2.92397,3.3503,3.87352,4.55434,5.3624,6.34506,7.55789,9.02023,10.7447,12.9059,15.5905,19.0338,23.3594,28.2481,31.3458,33.676,34.8318,36.0905,37.5698,39.2331,41.2842,43.3325,45.5155,47.7558,50.1512,52.7172,55.739,59.1903
41.8913,41.8708,41.8537,41.803,41.7729,41.6898,41.6191,41.4942,41.4135,41.2533,41.0959,40.9143,40.6909,40.4867,40.2347,39.9415,39.6213,39.2673,38.8861,38.5044,38.0273,37.5238,36.9369,36.325,35.6049,34.8491,33.9483,33.036,31.9943,30.9197,29.8235,28.7376,27.6733,26.643,25.7788,24.8873,24.2104,23.5563,23.0505,22.5682,22.2531,21.9228,21.7013,21.5177,21.353,21.2003,21.0864,21.0192,20.9185,20.8304,20.7007,20.6089,20.522,20.4872,20.3518,20.2517,20.1629,20.0728,20.036,19.8791,19.7769,19.6845,19.6247,19.4773,19.3927,19.2595,19.1479,19.0376,18.9114,18.7591,18.6403,18.5012,18.351,18.2269,18.0783,17.9295,17.781,17.6427,17.4816,17.3389,17.1987,17.0404,16.8909,16.7453,16.5855,16.4248,16.2664,16.109,15.9485,15.7726,16.5822,16.357,16.1152,15.8815,15.6574,15.4171,15.1675,15.003,14.5769,14.4184,14.1572,13.9084,13.6544,13.4273,13.1877,12.934,12.6743,12.4146,12.1559,11.8668,11.6203,11.3501,11.0912,10.8229,10.5562,10.2682,9.97334,9.69679,9.40948,9.1097,8.82547,8.536,8.24054,7.94285,7.64598,7.34712,7.03801,6.73911,6.42722,6.11937,5.82171,5.52512,5.22846,4.9379,4.64702,4.35909,4.07789,3.81019,3.55231,3.30175,3.06921,2.84822,2.6556,2.4808,2.33203,2.20982,2.12065,2.07461,2.06967,2.1146,2.20394,2.37819,2.61432,2.93759,3.35182,3.87879,4.56977,5.39491,6.36684,7.56327,9.04076,10.7804,12.9202,15.6297,19.1071,23.3855,28.2473,31.4139,33.6973,34.8944,35.863,37.5791,39.2534,41.2205,43.3256,45.5379,47.7111,50.1762,52.9216,55.6387,59.1033
41.0188,40.9979,40.9705,40.9179,40.8819,40.8053,40.7395,40.6141,40.5323,40.3772,40.2248,40.0516,39.8299,39.6238,39.3671,39.0902,38.7728,38.4593,38.0747,37.6948,37.2303,36.7511,36.1842,35.5839,34.8911,34.1432,33.2948,32.3855,31.3805,30.3541,29.2666,28.1918,27.1546,26.1559,25.3009,24.4247,23.7674,23.1274,22.5986,22.1754,21.8477,21.5402,21.2939,21.1517,20.9721,20.8477,20.7241,20.6628,20.5599,20.4791,20.3594,20.2707,20.193,20.1591,20.033,19.9471,19.8654,19.7657,19.7347,19.5882,19.4945,19.3941,19.3466,19.1887,19.125,18.984,18.8666,18.7482,18.623,18.4838,18.3477,18.2128,18.0617,17.9133,17.7763,17.6116,17.4925,17.3361,17.1932,17.0558,16.9012,16.7567,16.6089,16.4671,16.3329,16.1567,16.0155,15.8531,15.7032,15.5373,16.7239,16.5174,16.2738,16.0304,15.8018,15.5538,15.3163,15.0681,14.7251,14.5664,14.3187,14.0575,13.8066,13.5701,13.1727,13.079,12.8219,12.5654,12.3076,12.0145,11.7751,11.5068,11.2585,10.9687,10.6891,10.4179,10.1188,9.84642,9.55025,9.26194,8.97003,8.67498,8.3863,8.09309,7.78495,7.48357,7.17627,6.87438,6.56083,6.25957,5.95498,5.65043,5.35141,5.06288,4.76787,4.47983,4.19031,3.92062,3.65022,3.39943,3.15908,2.9327,2.73398,2.54985,2.3943,2.26043,2.16756,2.10592,2.08768,2.12028,2.20633,2.35724,2.56676,2.88378,3.27439,3.78861,4.45436,5.25001,6.21154,7.38906,8.83542,10.5364,12.6635,15.3387,18.7593,23.0445,27.9233,30.9993,33.3346,34.5427,35.7354,37.2951,38.9768,40.976,43.0232,45.2521,47.4847,50.0604,52.602,55.4943,58.9523
37.2361,37.2277,37.1785,37.1273,37.0588,36.9791,36.9114,36.8478,36.7409,36.6209,36.5079,36.347,36.1702,35.9428,35.742,35.4604,35.2174,34.9269,34.6177,34.2378,33.871,33.4283,32.9699,32.4458,31.8628,31.215,30.4957,29.7237,28.8485,27.9509,26.9777,26.024,25.0772,24.1705,23.3644,22.5601,21.8777,21.2796,20.7742,20.3486,20.0133,19.7392,19.5398,19.3488,19.214,19.0911,19.0191,18.8961,18.8509,18.7491,18.7155,18.6007,18.5736,18.4719,18.4045,18.3362,18.3185,18.2508,18.1872,18.0646,18.0352,17.9084,17.8311,17.7299,17.6385,17.5481,17.4285,17.2992,17.1653,17.0219,16.8609,16.7219,16.5438,16.3781,16.2053,16.0519,15.916,15.7428,15.6212,15.4799,15.3491,15.2144,15.0976,14.9668,14.8439,14.7128,14.5755,14.4437,14.3094,14.1741,16.3066,16.0858,15.8565,15.6344,15.4639,15.1498,14.9018,14.7433,14.4083,14.158,14.0229,13.6576,13.4931,13.3355,13.0605,12.76,12.5444,12.256,12.0099,11.7242,11.4871,11.2276,10.9668,10.7084,10.4425,10.1724,9.90442,9.61355,9.33783,9.07109,8.76097,8.48217,8.20058,7.91572,7.62504,7.3316,7.03252,6.73266,6.43549,6.13906,5.84027,5.54867,5.25909,4.97145,4.68482,4.4057,4.12365,3.85518,3.59913,3.35212,3.11721,2.89944,2.69965,2.52086,2.36261,2.23302,2.13511,2.0702,2.0515,2.07855,2.14616,2.29507,2.50375,2.79192,3.17467,3.66624,4.28802,5.04056,5.974,7.08852,8.46505,10.165,12.1983,14.7985,18.1174,22.2229,26.8311,30.7136,32.2838,33.5807,34.8152,36.326,37.5394,39.5017,41.6224,43.8138,46.1074,48.5316,51.1831,54.2061,57.6385
38.2914,38.2559,38.1946,38.1371,38.0743,37.9946,37.9016,37.7813,37.6739,37.5451,37.3708,37.2036,36.9608,36.7682,36.5079,36.2037,35.87,35.5512,35.1671,34.7657,34.303,33.8091,33.2431,32.6366,31.9357,31.1938,30.3108,29.3988,28.3608,27.3266,26.1865,25.1078,23.9763,22.9745,22.0381,21.1456,20.4037,19.69,19.155,18.6485,18.2881,17.9399,17.686,17.4962,17.2923,17.1349,16.9884,16.8915,16.7827,16.6662,16.526,16.4226,16.3175,16.2462,16.1036,15.9961,15.8782,15.7729,15.7035,15.5365,15.4151,15.2909,15.1972,15.0273,14.9145,14.7474,14.6069,14.4447,14.2819,14.1084,13.9297,13.7444,13.5546,13.3869,13.2077,13.0245,12.8473,12.6567,12.4772,12.2974,12.12,11.9558,11.7704,11.6009,11.422,11.2344,11.0652,10.8706,10.6966,10.5056,11.6361,11.3837,11.1158,10.857,10.5831,10.3366,10.0626,9.78435,9.45525,9.23855,8.96418,8.69933,8.44435,8.18698,7.92423,7.64342,7.37243,7.0981,6.83201,6.54232,6.28367,6.01699,5.75402,5.48868,5.21498,4.9528,4.68615,4.4267,4.16796,3.91621,3.6565,3.4174,3.18062,2.95009,2.72054,2.50036,2.29661,2.09647,1.90658,1.73314,1.57725,1.43442,1.31464,1.21035,1.13054,1.07432,1.0463,1.04986,1.08536,1.15775,1.26826,1.42285,1.62492,1.87158,2.18031,2.55124,2.98465,3.49285,4.07309,4.7343,5.48161,6.32547,7.27669,8.34822,9.52141,10.8535,12.3961,14.0431,15.8683,17.9522,20.2327,22.7761,25.7346,29.1374,33.1789,37.8287,42.6125,45.2529,47.245,47.9941,48.7394,49.7591,50.794,52.1896,53.5417,54.988,56.3986,58.0977,59.7067,61.7538,64.128
