R,G,B,R.I,Thickness,Wavelength,Reflectance
11,18,37,1.966,74.0,685,2.83155
11,18,37,1.966,74.0,680,2.60994
11,18,37,1.966,74.0,675,2.38898
11,18,37,1.966,74.0,670,2.16882
11,18,37,1.966,74.0,665,1.9569
11,18,37,1.966,74.0,660,1.75225
11,18,37,1.966,74.0,655,1.55605
11,18,37,1.966,74.0,650,1.36925
11,18,37,1.966,74.0,645,1.19046
11,18,37,1.966,74.0,640,1.02326
11,18,37,1.966,74.0,635,0.864705
11,18,37,1.966,74.0,630,0.71696
11,18,37,1.966,74.0,625,0.580211
11,18,37,1.966,74.0,620,0.456966
11,18,37,1.966,74.0,615,0.348934
11,18,37,1.966,74.0,610,0.256507
11,18,37,1.966,74.0,605,0.182153
11,18,37,1.966,74.0,600,0.125542
11,18,37,1.966,74.0,595,0.0892378
11,18,37,1.966,74.0,590,0.0745491
11,18,37,1.966,74.0,585,0.0831451
11,18,37,1.966,74.0,580,0.116725
11,18,37,1.966,74.0,575,0.177452
11,18,37,1.966,74.0,570,0.266713
11,18,37,1.966,74.0,565,0.387078
11,18,37,1.966,74.0,560,0.540533
11,18,37,1.966,74.0,555,0.728524
11,18,37,1.966,74.0,550,0.952353
11,18,37,1.966,74.0,545,1.21485
11,18,37,1.966,74.0,540,1.51842
11,18,37,1.966,74.0,535,1.86626
11,18,37,1.966,74.0,530,2.26096
11,18,37,1.966,74.0,525,2.706
11,18,37,1.966,74.0,520,3.2123
11,18,37,1.966,74.0,515,3.7686
11,18,37,1.966,74.0,510,4.38103
11,18,37,1.966,74.0,505,5.05095
11,18,37,1.966,74.0,500,5.78252
11,18,37,1.966,74.0,495,6.57561
11,18,37,1.966,74.0,490,7.43722
11,18,37,1.966,74.0,485,8.3659
11,18,37,1.966,74.0,480,9.36922
11,18,37,1.966,74.0,475,10.451
11,18,37,1.966,74.0,470,11.6108
11,18,37,1.966,74.0,465,12.8531
11,18,37,1.966,74.0,460,14.172
11,18,37,1.966,74.0,455,15.5709
11,18,37,1.966,74.0,450,17.0454
11,18,37,1.966,74.0,445,18.5997
11,18,37,1.966,74.0,440,20.25
11,18,37,1.966,74.0,435,21.975
11,18,37,1.966,74.0,430,23.7999
11,18,37,1.966,74.0,425,25.7268
11,18,37,1.966,74.0,420,27.8216
11,18,37,1.966,74.0,415,29.9355
11,18,37,1.966,74.0,410,32.1436
11,18,37,1.966,74.0,405,34.4659
11,18,37,1.966,74.0,400,36.8954
11,18,37,1.966,74.0,395,39.4851
11,18,37,1.966,74.0,390,42.2547
11,18,37,1.966,74.0,385,45.2624
11,18,37,1.966,74.0,380,48.5252
11,18,37,1.966,74.0,375,51.8528
11,18,37,1.966,74.0,370,54.8976
11,18,37,1.966,74.0,365,56.7048
11,18,37,1.966,74.0,360,57.3332
11,18,37,1.966,74.0,355,57.2068
11,18,37,1.966,74.0,350,56.8089
11,18,37,1.966,74.0,345,56.4627
11,18,37,1.966,74.0,340,55.9631
11,18,37,1.966,74.0,335,55.6541
11,18,37,1.966,74.0,330,55.2694
11,18,37,1.966,74.0,325,54.7833
11,18,37,1.966,74.0,320,54.1854
11,18,37,1.966,74.0,315,53.4453
11,18,37,1.966,74.0,310,52.5741
11,18,37,1.966,74.0,305,51.5893
11,18,37,1.966,74.0,300,50.5085
