R,G,B,R.I,Thickness,Wavelength,Reflectance
15,21,55,1.965,74.2,1200,97.2375
15,21,55,1.965,74.2,1195,97.1881
15,21,55,1.965,74.2,1190,97.0759
15,21,55,1.965,74.2,1185,96.8496
15,21,55,1.965,74.2,1180,96.4741
15,21,55,1.965,74.2,1175,95.9199
15,21,55,1.965,74.2,1170,95.1903
15,21,55,1.965,74.2,1165,94.2958
15,21,55,1.965,74.2,1160,93.2626
15,21,55,1.965,74.2,1155,92.0902
15,21,55,1.965,74.2,1150,90.7726
15,21,55,1.965,74.2,1145,89.3009
15,21,55,1.965,74.2,1140,87.6673
15,21,55,1.965,74.2,1135,85.8702
15,21,55,1.965,74.2,1130,83.89
15,21,55,1.965,74.2,1125,81.7393
15,21,55,1.965,74.2,1120,79.4147
15,21,55,1.965,74.2,1115,76.9281
15,21,55,1.965,74.2,1110,74.2595
15,21,55,1.965,74.2,1105,71.4036
15,21,55,1.965,74.2,1100,68.3502
15,21,55,1.965,74.2,1095,65.0985
15,21,55,1.965,74.2,1090,61.6653
15,21,55,1.965,74.2,1085,58.0693
15,21,55,1.965,74.2,1080,54.3142
15,21,55,1.965,74.2,1075,50.3822
15,21,55,1.965,74.2,1070,46.2501
15,21,55,1.965,74.2,1065,41.9363
15,21,55,1.965,74.2,1060,37.5502
15,21,55,1.965,74.2,1055,33.2768
15,21,55,1.965,74.2,1050,29.3315
15,21,55,1.965,74.2,1045,25.892
15,21,55,1.965,74.2,1040,23.0288
15,21,55,1.965,74.2,1035,20.7452
15,21,55,1.965,74.2,1030,18.9836
15,21,55,1.965,74.2,1025,17.6687
15,21,55,1.965,74.2,1020,16.7109
15,21,55,1.965,74.2,1015,16.0282
15,21,55,1.965,74.2,1010,15.5429
15,21,55,1.965,74.2,1005,15.1949
15,21,55,1.965,74.2,1000,14.9327
15,21,55,1.965,74.2,995,14.7252
15,21,55,1.965,74.2,990,14.5491
15,21,55,1.965,74.2,985,14.3896
15,21,55,1.965,74.2,980,14.2453
15,21,55,1.965,74.2,975,14.102
15,21,55,1.965,74.2,970,13.9587
15,21,55,1.965,74.2,965,13.8124
15,21,55,1.965,74.2,960,13.6675
15,21,55,1.965,74.2,955,13.5199
15,21,55,1.965,74.2,950,13.3689
15,21,55,1.965,74.2,945,13.2174
15,21,55,1.965,74.2,940,13.061
15,21,55,1.965,74.2,935,12.907
15,21,55,1.965,74.2,930,12.7501
15,21,55,1.965,74.2,925,12.5929
15,21,55,1.965,74.2,920,12.432
15,21,55,1.965,74.2,915,12.2664
15,21,55,1.965,74.2,910,12.0968
15,21,55,1.965,74.2,905,11.9259
15,21,55,1.965,74.2,900,11.755
15,21,55,1.965,74.2,895,11.5824
15,21,55,1.965,74.2,890,11.4094
15,21,55,1.965,74.2,885,11.225
15,21,55,1.965,74.2,880,11.0414
15,21,55,1.965,74.2,875,10.8512
15,21,55,1.965,74.2,870,10.6564
15,21,55,1.965,74.2,865,10.4707
15,21,55,1.965,74.2,860,10.2757
15,21,55,1.965,74.2,855,10.081
15,21,55,1.965,74.2,850,10.4852
15,21,55,1.965,74.2,845,10.3131
15,21,55,1.965,74.2,840,10.1561
15,21,55,1.965,74.2,835,9.98504
15,21,55,1.965,74.2,830,9.79273
15,21,55,1.965,74.2,825,9.59066
15,21,55,1.965,74.2,820,9.37549
15,21,55,1.965,74.2,815,9.14103
15,21,55,1.965,74.2,810,8.90211
15,21,55,1.965,74.2,805,8.6611
15,21,55,1.965,74.2,800,8.41963
15,21,55,1.965,74.2,795,8.17931
15,21,55,1.965,74.2,790,7.93081
15,21,55,1.965,74.2,785,7.6833
15,21,55,1.965,74.2,780,7.43198
15,21,55,1.965,74.2,775,7.1791
15,21,55,1.965,74.2,770,6.92255
15,21,55,1.965,74.2,765,6.66405
15,21,55,1.965,74.2,760,6.40504
15,21,55,1.965,74.2,755,6.147
15,21,55,1.965,74.2,750,5.88988
15,21,55,1.965,74.2,745,5.63027
15,21,55,1.965,74.2,740,5.37027
15,21,55,1.965,74.2,735,5.11456
15,21,55,1.965,74.2,730,4.85951
15,21,55,1.965,74.2,725,4.60479
15,21,55,1.965,74.2,720,4.35062
15,21,55,1.965,74.2,715,4.10106
15,21,55,1.965,74.2,710,3.85183
15,21,55,1.965,74.2,705,3.6065
15,21,55,1.965,74.2,700,3.36347
15,21,55,1.965,74.2,695,3.133
15,21,55,1.965,74.2,690,2.90704
15,21,55,1.965,74.2,685,2.68528
15,21,55,1.965,74.2,680,2.46608
15,21,55,1.965,74.2,675,2.2502
15,21,55,1.965,74.2,670,2.03779
15,21,55,1.965,74.2,665,1.83134
15,21,55,1.965,74.2,660,1.63234
15,21,55,1.965,74.2,655,1.44101
15,21,55,1.965,74.2,650,1.25889
15,21,55,1.965,74.2,645,1.08727
15,21,55,1.965,74.2,640,0.925913
15,21,55,1.965,74.2,635,0.774504
15,21,55,1.965,74.2,630,0.634422
15,21,55,1.965,74.2,625,0.506823
15,21,55,1.965,74.2,620,0.392822
15,21,55,1.965,74.2,615,0.294191
15,21,55,1.965,74.2,610,0.211707
15,21,55,1.965,74.2,605,0.147391
15,21,55,1.965,74.2,600,0.101354
15,21,55,1.965,74.2,595,0.0763256
15,21,55,1.965,74.2,590,0.0734228
15,21,55,1.965,74.2,585,0.0943611
15,21,55,1.965,74.2,580,0.140853
15,21,55,1.965,74.2,575,0.214941
15,21,55,1.965,74.2,570,0.318166
15,21,55,1.965,74.2,565,0.452664
15,21,55,1.965,74.2,560,0.620127
15,21,55,1.965,74.2,555,0.823326
15,21,55,1.965,74.2,550,1.06271
15,21,55,1.965,74.2,545,1.3423
15,21,55,1.965,74.2,540,1.662
15,21,55,1.965,74.2,535,2.0262
15,21,55,1.965,74.2,530,2.43734
15,21,55,1.965,74.2,525,2.90041
15,21,55,1.965,74.2,520,3.42163
15,21,55,1.965,74.2,515,3.99502
15,21,55,1.965,74.2,510,4.62486
15,21,55,1.965,74.2,505,5.31376
15,21,55,1.965,74.2,500,6.06359
15,21,55,1.965,74.2,495,6.8763
15,21,55,1.965,74.2,490,7.75049
15,21,55,1.965,74.2,485,8.69502
15,21,55,1.965,74.2,480,9.71496
15,21,55,1.965,74.2,475,10.811
15,21,55,1.965,74.2,470,11.9849
15,21,55,1.965,74.2,465,13.2356
15,21,55,1.965,74.2,460,14.5641
15,21,55,1.965,74.2,455,15.9749
15,21,55,1.965,74.2,450,17.4581
15,21,55,1.965,74.2,445,19.0242
15,21,55,1.965,74.2,440,20.6717
15,21,55,1.965,74.2,435,22.4002
15,21,55,1.965,74.2,430,24.2228
15,21,55,1.965,74.2,425,26.1483
15,21,55,1.965,74.2,420,28.2205
15,21,55,1.965,74.2,415,30.3273
15,21,55,1.965,74.2,410,32.5214
15,21,55,1.965,74.2,405,34.8257
15,21,55,1.965,74.2,400,37.2335
15,21,55,1.965,74.2,395,39.7966
15,21,55,1.965,74.2,390,42.5395
15,21,55,1.965,74.2,385,45.5267
15,21,55,1.965,74.2,380,48.7676
15,21,55,1.965,74.2,375,52.0563
15,21,55,1.965,74.2,370,54.9576
15,21,55,1.965,74.2,365,56.7594
15,21,55,1.965,74.2,360,57.4035
15,21,55,1.965,74.2,355,57.2537
15,21,55,1.965,74.2,350,56.8088
15,21,55,1.965,74.2,345,56.4141
15,21,55,1.965,74.2,340,55.8102
15,21,55,1.965,74.2,335,55.4447
15,21,55,1.965,74.2,330,55.0348
15,21,55,1.965,74.2,325,54.5248
15,21,55,1.965,74.2,320,53.8755
15,21,55,1.965,74.2,315,53.1101
15,21,55,1.965,74.2,310,52.1799
15,21,55,1.965,74.2,305,51.1362
15,21,55,1.965,74.2,300,49.9881
9,40,71,1.977,92.2,1200,97.4593
9,40,71,1.977,92.2,1195,97.4033
9,40,71,1.977,92.2,1190,97.2765
9,40,71,1.977,92.2,1185,97.0339
9,40,71,1.977,92.2,1180,96.632
9,40,71,1.977,92.2,1175,96.046
9,40,71,1.977,92.2,1170,95.2815
9,40,71,1.977,92.2,1165,94.3482
9,40,71,1.977,92.2,1160,93.2654
9,40,71,1.977,92.2,1155,92.0297
9,40,71,1.977,92.2,1150,90.637
9,40,71,1.977,92.2,1145,89.0864
9,40,71,1.977,92.2,1140,87.3637
9,40,71,1.977,92.2,1135,85.4576
9,40,71,1.977,92.2,1130,83.3522
9,40,71,1.977,92.2,1125,81.0507
9,40,71,1.977,92.2,1120,78.5558
9,40,71,1.977,92.2,1115,75.8636
9,40,71,1.977,92.2,1110,72.9586
9,40,71,1.977,92.2,1105,69.8338
9,40,71,1.977,92.2,1100,66.4695
9,40,71,1.977,92.2,1095,62.8689
9,40,71,1.977,92.2,1090,59.038
9,40,71,1.977,92.2,1085,55.0009
9,40,71,1.977,92.2,1080,50.7461
9,40,71,1.977,92.2,1075,46.2474
9,40,71,1.977,92.2,1070,41.4801
9,40,71,1.977,92.2,1065,36.4667
9,40,71,1.977,92.2,1060,31.3471
9,40,71,1.977,92.2,1055,26.342
9,40,71,1.977,92.2,1050,21.7069
9,40,71,1.977,92.2,1045,17.6524
9,40,71,1.977,92.2,1040,14.2654
9,40,71,1.977,92.2,1035,11.5554
9,40,71,1.977,92.2,1030,9.45948
9,40,71,1.977,92.2,1025,7.895
9,40,71,1.977,92.2,1020,6.75448
9,40,71,1.977,92.2,1015,5.93943
9,40,71,1.977,92.2,1010,5.36492
9,40,71,1.977,92.2,1005,4.95368
9,40,71,1.977,92.2,1000,4.65192
9,40,71,1.977,92.2,995,4.41176
9,40,71,1.977,92.2,990,4.21516
9,40,71,1.977,92.2,985,4.03623
9,40,71,1.977,92.2,980,3.86907
9,40,71,1.977,92.2,975,3.71319
9,40,71,1.977,92.2,970,3.56027
9,40,71,1.977,92.2,965,3.41241
9,40,71,1.977,92.2,960,3.26398
9,40,71,1.977,92.2,955,3.11526
9,40,71,1.977,92.2,950,2.96597
9,40,71,1.977,92.2,945,2.82164
9,40,71,1.977,92.2,940,2.68438
9,40,71,1.977,92.2,935,2.54178
9,40,71,1.977,92.2,930,2.40766
9,40,71,1.977,92.2,925,2.27043
9,40,71,1.977,92.2,920,2.13459
9,40,71,1.977,92.2,915,1.99989
9,40,71,1.977,92.2,910,1.87372
9,40,71,1.977,92.2,905,1.74841
9,40,71,1.977,92.2,900,1.62088
9,40,71,1.977,92.2,895,1.49184
9,40,71,1.977,92.2,890,1.37015
9,40,71,1.977,92.2,885,1.25848
9,40,71,1.977,92.2,880,1.15356
9,40,71,1.977,92.2,875,1.0455
9,40,71,1.977,92.2,870,0.940927
9,40,71,1.977,92.2,865,0.844243
9,40,71,1.977,92.2,860,0.757982
9,40,71,1.977,92.2,855,0.687696
9,40,71,1.977,92.2,850,0.548406
9,40,71,1.977,92.2,845,0.458658
9,40,71,1.977,92.2,840,0.388655
9,40,71,1.977,92.2,835,0.326232
9,40,71,1.977,92.2,830,0.271008
9,40,71,1.977,92.2,825,0.223438
9,40,71,1.977,92.2,820,0.182941
9,40,71,1.977,92.2,815,0.150408
9,40,71,1.977,92.2,810,0.126924
9,40,71,1.977,92.2,805,0.112416
9,40,71,1.977,92.2,800,0.109161
9,40,71,1.977,92.2,795,0.117116
9,40,71,1.977,92.2,790,0.137147
9,40,71,1.977,92.2,785,0.169623
9,40,71,1.977,92.2,780,0.214593
9,40,71,1.977,92.2,775,0.273818
9,40,71,1.977,92.2,770,0.345695
9,40,71,1.977,92.2,765,0.431911
9,40,71,1.977,92.2,760,0.530918
9,40,71,1.977,92.2,755,0.645878
9,40,71,1.977,92.2,750,0.774832
9,40,71,1.977,92.2,745,0.920711
9,40,71,1.977,92.2,740,1.08483
9,40,71,1.977,92.2,735,1.26278
9,40,71,1.977,92.2,730,1.45588
9,40,71,1.977,92.2,725,1.67013
9,40,71,1.977,92.2,720,1.90041
9,40,71,1.977,92.2,715,2.15192
9,40,71,1.977,92.2,710,2.42169
9,40,71,1.977,92.2,705,2.7096
9,40,71,1.977,92.2,700,3.01628
9,40,71,1.977,92.2,695,3.3376
9,40,71,1.977,92.2,690,3.68245
9,40,71,1.977,92.2,685,4.05295
9,40,71,1.977,92.2,680,4.44848
9,40,71,1.977,92.2,675,4.86869
9,40,71,1.977,92.2,670,5.31432
9,40,71,1.977,92.2,665,5.78051
9,40,71,1.977,92.2,660,6.2661
9,40,71,1.977,92.2,655,6.77711
9,40,71,1.977,92.2,650,7.30963
9,40,71,1.977,92.2,645,7.86718
9,40,71,1.977,92.2,640,8.44871
9,40,71,1.977,92.2,635,9.05144
9,40,71,1.977,92.2,630,9.67731
9,40,71,1.977,92.2,625,10.3338
9,40,71,1.977,92.2,620,11.0152
9,40,71,1.977,92.2,615,11.7252
9,40,71,1.977,92.2,610,12.4571
9,40,71,1.977,92.2,605,13.2146
9,40,71,1.977,92.2,600,13.9921
9,40,71,1.977,92.2,595,14.7875
9,40,71,1.977,92.2,590,15.6048
9,40,71,1.977,92.2,585,16.445
9,40,71,1.977,92.2,580,17.3086
9,40,71,1.977,92.2,575,18.1986
9,40,71,1.977,92.2,570,19.1097
9,40,71,1.977,92.2,565,20.0379
9,40,71,1.977,92.2,560,20.9838
9,40,71,1.977,92.2,555,21.945
9,40,71,1.977,92.2,550,22.9208
9,40,71,1.977,92.2,545,23.9123
9,40,71,1.977,92.2,540,24.9105
9,40,71,1.977,92.2,535,25.9237
9,40,71,1.977,92.2,530,26.9454
9,40,71,1.977,92.2,525,27.9836
9,40,71,1.977,92.2,520,29.0486
9,40,71,1.977,92.2,515,30.1069
9,40,71,1.977,92.2,510,31.1679
9,40,71,1.977,92.2,505,32.2238
9,40,71,1.977,92.2,500,33.2825
9,40,71,1.977,92.2,495,34.3291
9,40,71,1.977,92.2,490,35.3713
9,40,71,1.977,92.2,485,36.4054
9,40,71,1.977,92.2,480,37.4363
9,40,71,1.977,92.2,475,38.4566
9,40,71,1.977,92.2,470,39.4714
9,40,71,1.977,92.2,465,40.4677
9,40,71,1.977,92.2,460,41.449
9,40,71,1.977,92.2,455,42.4047
9,40,71,1.977,92.2,450,43.3388
9,40,71,1.977,92.2,445,44.2463
9,40,71,1.977,92.2,440,45.1387
9,40,71,1.977,92.2,435,45.989
9,40,71,1.977,92.2,430,46.8172
9,40,71,1.977,92.2,425,47.6134
9,40,71,1.977,92.2,420,48.393
9,40,71,1.977,92.2,415,49.1171
9,40,71,1.977,92.2,410,49.778
9,40,71,1.977,92.2,405,50.4198
9,40,71,1.977,92.2,400,51.0029
9,40,71,1.977,92.2,395,51.5747
9,40,71,1.977,92.2,390,52.1068
9,40,71,1.977,92.2,385,52.6125
9,40,71,1.977,92.2,380,53.0015
9,40,71,1.977,92.2,375,52.9282
9,40,71,1.977,92.2,370,51.6098
9,40,71,1.977,92.2,365,48.843
9,40,71,1.977,92.2,360,44.782
9,40,71,1.977,92.2,355,39.963
9,40,71,1.977,92.2,350,34.9139
9,40,71,1.977,92.2,345,29.8495
9,40,71,1.977,92.2,340,24.6884
9,40,71,1.977,92.2,335,19.5705
9,40,71,1.977,92.2,330,14.5598
9,40,71,1.977,92.2,325,9.91261
9,40,71,1.977,92.2,320,5.95731
9,40,71,1.977,92.2,315,3.0519
9,40,71,1.977,92.2,310,1.4859
9,40,71,1.977,92.2,305,1.47278
9,40,71,1.977,92.2,300,3.14391
12,18,45,1.96,74.0,1200,96.9826
12,18,45,1.96,74.0,1195,96.9339
12,18,45,1.96,74.0,1190,96.8232
12,18,45,1.96,74.0,1185,96.6027
12,18,45,1.96,74.0,1180,96.227
12,18,45,1.96,74.0,1175,95.6838
12,18,45,1.96,74.0,1170,94.9603
12,18,45,1.96,74.0,1165,94.0815
12,18,45,1.96,74.0,1160,93.0568
12,18,45,1.96,74.0,1155,91.8957
12,18,45,1.96,74.0,1150,90.5826
12,18,45,1.96,74.0,1145,89.1231
12,18,45,1.96,74.0,1140,87.5004
12,18,45,1.96,74.0,1135,85.7161
12,18,45,1.96,74.0,1130,83.7515
12,18,45,1.96,74.0,1125,81.6149
12,18,45,1.96,74.0,1120,79.3091
12,18,45,1.96,74.0,1115,76.8356
12,18,45,1.96,74.0,1110,74.1807
12,18,45,1.96,74.0,1105,71.3414
12,18,45,1.96,74.0,1100,68.3112
12,18,45,1.96,74.0,1095,65.0853
12,18,45,1.96,74.0,1090,61.6758
12,18,45,1.96,74.0,1085,58.1018
12,18,45,1.96,74.0,1080,54.3721
12,18,45,1.96,74.0,1075,50.4678
12,18,45,1.96,74.0,1070,46.3663
12,18,45,1.96,74.0,1065,42.0804
12,18,45,1.96,74.0,1060,37.7166
12,18,45,1.96,74.0,1055,33.4639
12,18,45,1.96,74.0,1050,29.5307
12,18,45,1.96,74.0,1045,26.0967
12,18,45,1.96,74.0,1040,23.2348
12,18,45,1.96,74.0,1035,20.9521
12,18,45,1.96,74.0,1030,19.1933
12,18,45,1.96,74.0,1025,17.8773
12,18,45,1.96,74.0,1020,16.9187
12,18,45,1.96,74.0,1015,16.232
12,18,45,1.96,74.0,1010,15.7449
12,18,45,1.96,74.0,1005,15.3994
12,18,45,1.96,74.0,1000,15.1424
12,18,45,1.96,74.0,995,14.942
12,18,45,1.96,74.0,990,14.7679
12,18,45,1.96,74.0,985,14.6106
12,18,45,1.96,74.0,980,14.4619
12,18,45,1.96,74.0,975,14.3172
12,18,45,1.96,74.0,970,14.1778
12,18,45,1.96,74.0,965,14.032
12,18,45,1.96,74.0,960,13.8904
12,18,45,1.96,74.0,955,13.7445
12,18,45,1.96,74.0,950,13.5957
12,18,45,1.96,74.0,945,13.4475
12,18,45,1.96,74.0,940,13.2959
12,18,45,1.96,74.0,935,13.1452
12,18,45,1.96,74.0,930,12.9873
12,18,45,1.96,74.0,925,12.8322
12,18,45,1.96,74.0,920,12.6761
12,18,45,1.96,74.0,915,12.5137
12,18,45,1.96,74.0,910,12.3448
12,18,45,1.96,74.0,905,12.1773
12,18,45,1.96,74.0,900,12.0101
12,18,45,1.96,74.0,895,11.8421
12,18,45,1.96,74.0,890,11.6629
12,18,45,1.96,74.0,885,11.4799
12,18,45,1.96,74.0,880,11.2941
12,18,45,1.96,74.0,875,11.1108
12,18,45,1.96,74.0,870,10.9268
12,18,45,1.96,74.0,865,10.7383
12,18,45,1.96,74.0,860,10.5448
12,18,45,1.96,74.0,855,10.3454
12,18,45,1.96,74.0,850,10.7575
12,18,45,1.96,74.0,845,10.6162
12,18,45,1.96,74.0,840,10.4448
12,18,45,1.96,74.0,835,10.2618
12,18,45,1.96,74.0,830,10.066
12,18,45,1.96,74.0,825,9.86469
12,18,45,1.96,74.0,820,9.65104
12,18,45,1.96,74.0,815,9.42558
12,18,45,1.96,74.0,810,9.19498
12,18,45,1.96,74.0,805,8.95656
12,18,45,1.96,74.0,800,8.71886
12,18,45,1.96,74.0,795,8.47326
12,18,45,1.96,74.0,790,8.23074
12,18,45,1.96,74.0,785,7.98592
12,18,45,1.96,74.0,780,7.73577
12,18,45,1.96,74.0,775,7.47827
12,18,45,1.96,74.0,770,7.22064
12,18,45,1.96,74.0,765,6.95745
12,18,45,1.96,74.0,760,6.6983
12,18,45,1.96,74.0,755,6.43951
12,18,45,1.96,74.0,750,6.18313
12,18,45,1.96,74.0,745,5.92215
12,18,45,1.96,74.0,740,5.66028
12,18,45,1.96,74.0,735,5.40202
12,18,45,1.96,74.0,730,5.14134
12,18,45,1.96,74.0,725,4.88353
12,18,45,1.96,74.0,720,4.62505
12,18,45,1.96,74.0,715,4.37314
12,18,45,1.96,74.0,710,4.11996
12,18,45,1.96,74.0,705,3.87031
12,18,45,1.96,74.0,700,3.6225
12,18,45,1.96,74.0,695,3.38675
12,18,45,1.96,74.0,690,3.15663
12,18,45,1.96,74.0,685,2.92984
12,18,45,1.96,74.0,680,2.70297
12,18,45,1.96,74.0,675,2.47894
12,18,45,1.96,74.0,670,2.25731
12,18,45,1.96,74.0,665,2.04302
12,18,45,1.96,74.0,660,1.83595
12,18,45,1.96,74.0,655,1.63662
12,18,45,1.96,74.0,650,1.44547
12,18,45,1.96,74.0,645,1.26328
12,18,45,1.96,74.0,640,1.09125
12,18,45,1.96,74.0,635,0.928345
12,18,45,1.96,74.0,630,0.776129
12,18,45,1.96,74.0,625,0.633985
12,18,45,1.96,74.0,620,0.505444
12,18,45,1.96,74.0,615,0.390861
12,18,45,1.96,74.0,610,0.292305
12,18,45,1.96,74.0,605,0.210707
12,18,45,1.96,74.0,600,0.146167
12,18,45,1.96,74.0,595,0.102005
12,18,45,1.96,74.0,590,0.0786496
12,18,45,1.96,74.0,585,0.0782251
12,18,45,1.96,74.0,580,0.10187
12,18,45,1.96,74.0,575,0.152337
12,18,45,1.96,74.0,570,0.231076
12,18,45,1.96,74.0,565,0.340131
12,18,45,1.96,74.0,560,0.481017
12,18,45,1.96,74.0,555,0.655933
12,18,45,1.96,74.0,550,0.866775
12,18,45,1.96,74.0,545,1.11519
12,18,45,1.96,74.0,540,1.40428
12,18,45,1.96,74.0,535,1.7369
12,18,45,1.96,74.0,530,2.11736
12,18,45,1.96,74.0,525,2.54908
12,18,45,1.96,74.0,520,3.0353
12,18,45,1.96,74.0,515,3.57403
12,18,45,1.96,74.0,510,4.16982
12,18,45,1.96,74.0,505,4.82313
12,18,45,1.96,74.0,500,5.53693
12,18,45,1.96,74.0,495,6.31194
12,18,45,1.96,74.0,490,7.15384
12,18,45,1.96,74.0,485,8.06339
12,18,45,1.96,74.0,480,9.04889
12,18,45,1.96,74.0,475,10.1135
12,18,45,1.96,74.0,470,11.2564
12,18,45,1.96,74.0,465,12.4814
12,18,45,1.96,74.0,460,13.7829
12,18,45,1.96,74.0,455,15.1648
12,18,45,1.96,74.0,450,16.623
12,18,45,1.96,74.0,445,18.1666
12,18,45,1.96,74.0,440,19.8045
12,18,45,1.96,74.0,435,21.5195
12,18,45,1.96,74.0,430,23.3275
12,18,45,1.96,74.0,425,25.2453
12,18,45,1.96,74.0,420,27.3136
12,18,45,1.96,74.0,415,29.4243
12,18,45,1.96,74.0,410,31.6378
12,18,45,1.96,74.0,405,33.957
12,18,45,1.96,74.0,400,36.3841
12,18,45,1.96,74.0,395,38.9765
12,18,45,1.96,74.0,390,41.7478
12,18,45,1.96,74.0,385,44.7656
12,18,45,1.96,74.0,380,48.0524
12,18,45,1.96,74.0,375,51.4086
12,18,45,1.96,74.0,370,54.3527
12,18,45,1.96,74.0,365,56.2398
12,18,45,1.96,74.0,360,56.935
12,18,45,1.96,74.0,355,56.8444
12,18,45,1.96,74.0,350,56.4732
12,18,45,1.96,74.0,345,56.1157
12,18,45,1.96,74.0,340,55.5965
12,18,45,1.96,74.0,335,55.3238
12,18,45,1.96,74.0,330,54.998
12,18,45,1.96,74.0,325,54.5691
12,18,45,1.96,74.0,320,53.9994
12,18,45,1.96,74.0,315,53.296
12,18,45,1.96,74.0,310,52.4745
12,18,45,1.96,74.0,305,51.5456
12,18,45,1.96,74.0,300,50.5363
38,57,90,1.941,84.3,1200,97.0933
38,57,90,1.941,84.3,1195,97.0445
38,57,90,1.941,84.3,1190,96.9291
38,57,90,1.941,84.3,1185,96.6992
38,57,90,1.941,84.3,1180,96.3078
38,57,90,1.941,84.3,1175,95.7504
38,57,90,1.941,84.3,1170,95.0096
38,57,90,1.941,84.3,1165,94.1084
38,57,90,1.941,84.3,1160,93.0629
38,57,90,1.941,84.3,1155,91.8819
38,57,90,1.941,84.3,1150,90.5463
38,57,90,1.941,84.3,1145,89.0509
38,57,90,1.941,84.3,1140,87.3898
38,57,90,1.941,84.3,1135,85.5636
38,57,90,1.941,84.3,1130,83.5515
38,57,90,1.941,84.3,1125,81.3676
38,57,90,1.941,84.3,1120,78.9996
38,57,90,1.941,84.3,1115,76.4585
38,57,90,1.941,84.3,1110,73.7218
38,57,90,1.941,84.3,1105,70.7899
38,57,90,1.941,84.3,1100,67.6509
38,57,90,1.941,84.3,1095,64.2993
38,57,90,1.941,84.3,1090,60.7557
38,57,90,1.941,84.3,1085,57.0317
38,57,90,1.941,84.3,1080,53.1289
38,57,90,1.941,84.3,1075,49.0226
38,57,90,1.941,84.3,1070,44.6908
38,57,90,1.941,84.3,1065,40.1593
38,57,90,1.941,84.3,1060,35.5436
38,57,90,1.941,84.3,1055,31.0398
38,57,90,1.941,84.3,1050,26.8827
38,57,90,1.941,84.3,1045,23.247
38,57,90,1.941,84.3,1040,20.2161
38,57,90,1.941,84.3,1035,17.7936
38,57,90,1.941,84.3,1030,15.9253
38,57,90,1.941,84.3,1025,14.5227
38,57,90,1.941,84.3,1020,13.4956
38,57,90,1.941,84.3,1015,12.7528
38,57,90,1.941,84.3,1010,12.2252
38,57,90,1.941,84.3,1005,11.8399
38,57,90,1.941,84.3,1000,11.5489
38,57,90,1.941,84.3,995,11.3196
38,57,90,1.941,84.3,990,11.1207
38,57,90,1.941,84.3,985,10.9401
38,57,90,1.941,84.3,980,10.7678
38,57,90,1.941,84.3,975,10.5996
38,57,90,1.941,84.3,970,10.4385
38,57,90,1.941,84.3,965,10.2735
38,57,90,1.941,84.3,960,10.1084
38,57,90,1.941,84.3,955,9.93591
38,57,90,1.941,84.3,950,9.7667
38,57,90,1.941,84.3,945,9.59616
38,57,90,1.941,84.3,940,9.42797
38,57,90,1.941,84.3,935,9.25235
38,57,90,1.941,84.3,930,9.07874
38,57,90,1.941,84.3,925,8.89912
38,57,90,1.941,84.3,920,8.72134
38,57,90,1.941,84.3,915,8.53491
38,57,90,1.941,84.3,910,8.35049
38,57,90,1.941,84.3,905,8.16333
38,57,90,1.941,84.3,900,7.9762
38,57,90,1.941,84.3,895,7.79176
38,57,90,1.941,84.3,890,7.60149
38,57,90,1.941,84.3,885,7.41075
38,57,90,1.941,84.3,880,7.21775
38,57,90,1.941,84.3,875,7.02278
38,57,90,1.941,84.3,870,6.82958
38,57,90,1.941,84.3,865,6.62399
38,57,90,1.941,84.3,860,6.42122
38,57,90,1.941,84.3,855,6.22335
38,57,90,1.941,84.3,850,6.3788
38,57,90,1.941,84.3,845,6.20582
38,57,90,1.941,84.3,840,6.01802
38,57,90,1.941,84.3,835,5.82355
38,57,90,1.941,84.3,830,5.6197
38,57,90,1.941,84.3,825,5.40605
38,57,90,1.941,84.3,820,5.19107
38,57,90,1.941,84.3,815,4.97351
38,57,90,1.941,84.3,810,4.7508
38,57,90,1.941,84.3,805,4.53359
38,57,90,1.941,84.3,800,4.31492
38,57,90,1.941,84.3,795,4.09525
38,57,90,1.941,84.3,790,3.87887
38,57,90,1.941,84.3,785,3.66479
38,57,90,1.941,84.3,780,3.44965
38,57,90,1.941,84.3,775,3.23611
38,57,90,1.941,84.3,770,3.02624
38,57,90,1.941,84.3,765,2.81775
38,57,90,1.941,84.3,760,2.61243
38,57,90,1.941,84.3,755,2.41295
38,57,90,1.941,84.3,750,2.21885
38,57,90,1.941,84.3,745,2.02718
38,57,90,1.941,84.3,740,1.84194
38,57,90,1.941,84.3,735,1.66372
38,57,90,1.941,84.3,730,1.49119
38,57,90,1.941,84.3,725,1.32578
38,57,90,1.941,84.3,720,1.16572
38,57,90,1.941,84.3,715,1.01424
38,57,90,1.941,84.3,710,0.871902
38,57,90,1.941,84.3,705,0.738815
38,57,90,1.941,84.3,700,0.616079
38,57,90,1.941,84.3,695,0.505931
38,57,90,1.941,84.3,690,0.408836
38,57,90,1.941,84.3,685,0.32198
38,57,90,1.941,84.3,680,0.245057
38,57,90,1.941,84.3,675,0.179572
38,57,90,1.941,84.3,670,0.128286
38,57,90,1.941,84.3,665,0.0930527
38,57,90,1.941,84.3,660,0.0741918
38,57,90,1.941,84.3,655,0.0719545
38,57,90,1.941,84.3,650,0.0879957
38,57,90,1.941,84.3,645,0.122786
38,57,90,1.941,84.3,640,0.177081
38,57,90,1.941,84.3,635,0.252254
38,57,90,1.941,84.3,630,0.350248
38,57,90,1.941,84.3,625,0.472291
