R,G,B,Thickness
11.6948,10.9112,8.1678,48.26666667
10.786423807379782,11.797263981409746,9.764300813522842,47.96666667
13.372253575557933,12.260119513505927,8.377509954832291,48.16666667
9.727849728183998,9.85786900474123,6.836200506171171,48.6
4.889362620484609,2.641330090152657,1.2965781182562341,59.53333333
5.463982533392869,4.58960674871698,0.8076193555469453,59.76666667
11.08537035504491,3.6576609221186924,0.8841260495777465,59.8
1.967859863233716,4.719741668673152,1.450179792853854,60.1
2.1285989109714256,1.6300484319940731,1.571413911580397,68.26666667
1.0945274886407028,1.1517665115972993,2.710877070853386,68.83333333
1.5707924970536824,1.6287635494982855,2.2498742190384213,68.2
0.6850035869033462,0.6753425358029035,1.9388156185064893,69.7
0.9876168989242647,1.2741801453530839,7.045450068599075,79.1
1.5328756520148592,1.1546572425654302,10.448228413680381,80.03333333
0.9911261623965103,1.4039089824839577,12.18982162052812,79.0
0.543812279999074,2.505541961801997,6.3092750634089985,81.46666667
0.9783142987863642,8.730145901496295,19.818502457167842,92.4
1.519630387386462,6.792879299958655,28.51793193266987,92.83333333
1.163735369492068,8.580370880879933,22.013642938512803,93.53333333
0.9949270096062377,8.67716093554438,26.88881739072667,93.5
0.8399160374858616,2.8479013071807127,12.48202481126232,81.5
0.6544212754010527,2.051194996190075,12.841753917545018,81.83333333
0.640668010378329,1.435539675782531,11.04773761234287,81.73333333
1.0377972683822645,2.674917288075361,15.639175474723693,80.66666667
0.5476155599080035,1.5830441341234625,6.816938548815871,74.76666667
0.8006520413386647,1.0612581705264086,8.159009457931171,75.03333333
1.56300169647037,1.0844000996233787,8.692998535951032,75.53333333
5.175240181760644,0.7387412122018532,11.39192656433887,75.63333333
11.227435874694557,2.359294991733226,0.7451466366003244,61.36666667
3.920049800155501,3.0845832707216125,0.5994462861304944,61.53333333
5.021870863370774,1.467879253533846,0.5690749496179276,61.8
4.77615211034352,1.8321604561022367,1.210089215560876,61.86666667
2.9628448931345805,0.5514935963916757,5.461986205097806,63.5
5.86674291429705,0.8303827641133293,1.8222395942915057,64.9
3.0055360607239074,0.5569220688170335,2.3806504036871936,63.5
0.6442178347237002,4.271609013080363,11.92988229919389,77.03333333
0.6267682638133574,2.7734837060431103,14.599828148613568,78.53333333
1.039568698885019,0.927579280171217,13.94800599697115,77.2
0.6383700415083753,3.493265439399729,13.023506064142442,77.13333333
0.7751524747051625,4.584230642315925,12.934273472985264,87.6
1.1112975166978725,7.839558714367572,19.16000305501882,87.76666667
1.2333291315075972,6.2806566719968195,24.291022705182854,87.06666667
0.7854452697907164,7.703976675280921,18.908366228499624,88.56666667
1.6501846939456088,17.11301314379106,34.070090962927765,101.8333333
1.5312582844206448,14.267909773488462,31.78978512122419,101.4666667
1.915313956392799,17.48489722040428,37.09760115664036,101.4333333
1.3306010478939319,21.06293145953335,30.95288905558511,102.2666667
0.8491028501690336,1.6179018610876512,10.081831733354853,73.23333333
1.064667688304715,2.0168544178278838,10.520065487102553,73.86666667
1.3720335094790088,1.0797572749559412,15.077859734271566,73.13333333
0.5292687391366682,1.9698445661421509,11.70875345880037,73.76666667
0.7873616039824793,11.311957566552673,21.80832017933859,84.5
1.0226986919792291,8.682410032675067,27.504829372761982,82.73333333
1.0028356899706798,10.889670083292438,23.585525252577156,84.53333333
0.9100134833969494,8.52302779450797,22.11628627739469,83.06666667
3.7579663304299467,19.7162203923068,34.882231764738506,96.63333333
2.0228438585032906,16.70743155849532,27.811419775613192,95.93333333
1.1557812031831582,18.52063069006089,38.004599224902506,97.46666667
1.9976026378358627,21.925334927546444,42.28129321015698,97.93333333
13.883102858330991,26.24460238943075,37.70142582233264,111.9
10.954322231860672,24.538132906697538,36.54077426703717,109.4333333
5.829453550892158,26.371249402000196,38.80669679114207,109.3
12.585072042252273,29.994339055292034,36.05570038873263,111.5333333
