1200.0000,41.8744
1195.0000,41.8714
1190.0000,41.8498
1185.0000,41.8049
1180.0000,41.7396
1175.0000,41.6565
1170.0000,41.5562
1165.0000,41.4392
1160.0000,41.3098
1155.0000,41.1675
1150.0000,41.014
1145.0000,40.8501
1140.0000,40.6745
1135.0000,40.4879
1130.0000,40.2917
1125.0000,40.0854
1120.0000,39.8686
1115.0000,39.642
1110.0000,39.4067
1105.0000,39.1545
1100.0000,38.8842
1095.0000,38.5946
1090.0000,38.2807
1085.0000,37.9371
1080.0000,37.5556
1075.0000,37.1336
1070.0000,36.6654
1065.0000,36.1523
1060.0000,35.6001
1055.0000,35.0137
1050.0000,34.4047
1045.0000,33.7838
1040.0000,33.1614
1035.0000,32.5515
1030.0000,31.9623
1025.0000,31.407
1020.0000,30.8906
1015.0000,30.4216
1010.0000,30.0055
1005.0000,29.6421
1000.0000,29.3339
995.0000,29.0759
990.0000,28.8669
985.0000,28.6977
980.0000,28.5646
975.0000,28.4626
970.0000,28.3885
965.0000,28.339
960.0000,28.3082
955.0000,28.2913
950.0000,28.2886
945.0000,28.2957
940.0000,28.3123
935.0000,28.332
930.0000,28.3586
925.0000,28.3901
920.0000,28.4262
915.0000,28.4625
910.0000,28.4994
905.0000,28.5342
900.0000,28.5698
895.0000,28.6033
890.0000,28.6354
885.0000,28.666
880.0000,28.6925
875.0000,28.7161
870.0000,28.7339
865.0000,28.7488
860.0000,28.761
855.0000,28.775
850.0000,28.7885
845.0000,28.8022
840.0000,28.8189
835.0000,28.832
830.0000,28.8491
825.0000,28.8674
820.0000,28.8898
815.0000,28.9192
810.0000,28.9496
805.0000,28.9879
800.0000,29.025
795.0000,29.0657
790.0000,29.1101
785.0000,29.156
780.0000,29.2069
775.0000,29.2562
770.0000,29.3077
765.0000,29.3608
760.0000,29.4151
755.0000,29.4675
750.0000,31.9106
745.0000,31.887
740.0000,31.8614
735.0000,31.8485
730.0000,31.8279
725.0000,31.8159
720.0000,31.7885
715.0000,31.7717
710.0000,31.7388
705.0000,31.7138
700.0000,31.6935
695.0000,31.7133
690.0000,31.7791
685.0000,31.8417
680.0000,31.8781
675.0000,31.8895
670.0000,31.9116
665.0000,31.9528
660.0000,31.999
655.0000,32.0406
650.0000,32.0863
645.0000,32.1366
640.0000,32.1947
635.0000,32.2587
630.0000,32.3267
625.0000,32.4004
620.0000,32.4749
615.0000,32.5597
610.0000,32.6475
605.0000,32.7418
600.0000,32.8152
595.0000,32.9094
590.0000,33.0125
585.0000,33.1157
580.0000,33.2228
575.0000,33.3344
570.0000,33.4528
565.0000,33.5798
560.0000,33.7033
555.0000,33.838
550.0000,33.9737
545.0000,34.1221
540.0000,34.2729
535.0000,34.4301
530.0000,34.6009
525.0000,34.7752
520.0000,34.9574
515.0000,35.1561
510.0000,35.3565
505.0000,35.566
500.0000,35.7811
495.0000,36.0078
490.0000,36.2427
485.0000,36.4941
480.0000,36.7583
475.0000,37.0349
470.0000,37.3326
465.0000,37.6472
460.0000,37.9885
455.0000,38.3495
450.0000,38.7316
445.0000,39.1468
440.0000,39.5878
435.0000,40.0622
430.0000,40.5821
425.0000,41.1521
420.0000,41.7254
415.0000,42.4088
410.0000,43.1654
405.0000,43.9986
400.0000,44.9521
395.0000,46.0517
390.0000,47.3461
385.0000,48.8571
380.0000,50.5627
375.0000,52.2726
370.0000,53.4389
365.0000,54.0381
360.0000,53.8158
355.0000,53.1622
350.0000,52.5544
345.0000,52.1679
340.0000,51.7034
335.0000,51.8035
330.0000,52.0311
325.0000,52.4323
320.0000,52.9602
315.0000,53.7221
310.0000,54.7333
305.0000,56.1527
300.0000,58.138
