True,Predict
29.9499,30.733289766371108
32.4687,33.16764773373425
35.1328,35.79580570151304
38.1154,38.71652016273263
41.2553,41.939767650830504
45.1795,45.39959923428119
49.252,48.948240933948924
53.0974,51.86765181363158
54.8397,53.59671464900101
56.1421,54.391872323690876
56.3596,54.89040437433214
56.4516,55.070290476690325
56.8936,55.24202126429505
57.1944,55.138958619483866
57.8504,55.314876388841206
58.4858,55.58234988310778
59.109,55.81004717513146
59.5953,55.97222346808897
60.2529,56.17904309489717
60.98,56.37550517300553
61.7976,56.59926777509386
62.8382,56.02994599068186
41.3754,39.288934093136
41.356,38.98292818934215
41.339,38.94674425618954
41.3038,38.89462441351371
41.2462,38.832251390591175
41.179,38.75585538331771
41.0994,38.67533781667889
40.9756,38.57817457077548
40.8714,38.46768354298964
40.7202,38.33034327136397
40.5615,38.188488795149524
40.3883,38.01100716882154
40.1488,37.807472162164665
39.9304,37.5846329881056
39.639,37.33712748811378
39.3499,37.06171525334559
39.0206,36.75855665776097
38.6774,36.42998505067725
38.2769,36.06445788807139
37.87,35.67300765948941
37.3663,35.234278129900794
36.8698,34.75331475728794
36.2702,34.21615896960931
35.6246,33.62627020015675
34.8938,32.95794272562971
34.107,32.226213732027375
33.2002,31.40486873121125
32.2235,30.521847893851703
31.1921,29.55546421494071
30.0902,28.54881277295748
28.9836,27.492808300056232
27.8306,26.44534402590924
26.7947,25.42088190695898
25.755,24.44952250721676
24.842,23.560900216373188
24.001,22.74269801885551
23.219,22.017688921824334
22.5842,21.393692655086344
22.0463,20.860511666307143
21.6078,20.420316862243236
21.2593,20.068139637094653
20.9437,19.76906974146598
20.7255,19.533883292792385
20.4971,19.330756803890228
20.3284,19.166580830973476
20.2019,19.039320321386274
20.0857,18.924815261039104
19.9219,18.813956861962005
19.8557,18.72842866148352
19.7562,18.631385776276893
19.6566,18.534584419431344
19.5129,18.427940871462397
19.4512,18.35592226744998
19.3081,18.259644756241915
19.2172,18.16149549180243
19.1562,18.08362586408198
19.0566,18.005024193423417
18.9492,17.91742214029131
18.8421,17.828367419747035
18.675,17.700358052652895
18.616,17.612295991014634
18.4938,17.501924988578317
18.3285,17.39058278032484
18.2561,17.28157198757647
18.0877,17.160795563347335
17.9813,17.037931925660722
17.8524,16.906516496359345
17.7126,16.767994872093773
17.5693,16.625166356859662
17.433,16.471436455848973
17.2828,16.314925382299496
17.1085,16.15873100714186
16.9655,15.992280623629044
16.8118,15.825041195631147
16.6485,15.660711746765642
16.4804,15.494697049988696
16.322,15.328674247942546
16.1599,15.168208617805956
15.9836,15.007372058683949
15.8269,14.85630435554313
15.6608,14.698503557032218
15.491,14.541223011242193
15.3202,14.39017834298168
15.1466,14.233143694114618
14.9637,14.072498004312608
14.7849,13.911066050842447
14.6158,13.746703095246767
14.4225,13.581584257323883
14.2575,13.4135049189408
14.05,13.4436224863752
14.7153,14.259758394651714
14.4694,14.224306465879867
14.2199,13.980172570277798
13.9551,13.736376027353995
13.656,13.477445580140358
13.3855,13.216397874454247
13.1783,12.974564598652321
12.9094,12.712332064915937
12.5791,12.412183016707992
12.4043,12.17103943210478
12.0123,11.898956606099532
11.8307,11.649051202655736
11.5631,11.429732229573426
11.371,11.221453425060142
11.1629,10.953380112774363
10.7948,10.659514005893156
10.546,10.384769663441102
10.2413,10.113121607465507
9.9384,9.836615331402172
9.65893,9.559762631804576
9.38663,9.295375861887374
9.10327,9.020323959884955
8.80308,8.735883069647686
8.51364,8.458409507714514
8.2331,8.180280189489423
7.94165,7.893471245521125
7.62944,7.602028996817249
7.32586,7.3135077124358805
7.0333,7.0239349564737115
6.73458,6.732537519229158
6.42196,6.4362304025200086
6.1162,6.144257902563567
5.8199,5.856473648997577
5.51078,5.565317855074912
5.21315,5.2730976084856875
4.90454,4.979940696661141
4.60605,4.68785148556737
4.30338,4.3995295078137175
4.00681,4.112500096403027
3.71197,3.8312156843018608
3.42305,3.556475670175133
3.14189,3.288375808744569
2.87176,3.0276180698800745
2.60887,2.7763819658774485
2.35444,2.5321021916392183
2.10927,2.2973944113578253
1.87983,2.0764167077665934
1.66339,1.872862620666619
1.46648,1.6860981672102502
1.29245,1.520527360940758
1.14779,1.3783606288774461
1.02395,1.2615263450025227
0.936786,1.1752470930469892
0.88203,1.1219641596326335
0.863788,1.105252226903798
0.891618,1.1304536945160022
0.96939,1.2039862238605599
1.10086,1.3299439174658825
1.29536,1.5147785869184738
1.55774,1.761988055762211
1.90046,2.081545821390802
2.31563,2.4819335017840873
2.83328,2.9730121183016225
3.4654,3.5704133556954236
4.21199,4.277282600723264
5.07897,5.121163345189387
6.16093,6.1395109622167094
7.38589,7.301644654390915
8.81495,8.65967078071598
10.4966,10.241193595366495
12.4579,12.09453190449943
14.7111,14.259232773787309
17.5051,16.862656605765874
20.8125,20.022405408718356
24.7645,23.838012076914033
29.3202,28.28283634786198
33.9004,32.77072933101638
37.0928,36.13243617766202
39.3925,38.3885968566072
41.477,40.00749118673544
43.1166,41.382342685347275
44.8053,42.80341108969166
45.9041,44.02664915614703
47.4763,45.66911191955332
49.2517,47.4461599039087
51.0424,49.249712256647214
52.9128,51.104846670589076
54.8604,53.11831139163854
56.9767,55.23708830615051
59.1053,57.5588610360544
61.9652,59.64702789130857
39.0103,37.88614001501982
38.9718,37.622663837433265
38.9241,37.392095758015174
38.8748,37.328847302143735
38.8006,37.24966393411257
38.7102,37.15515038148137
38.599,37.05516808706586
38.491,36.935792351969056
38.3447,36.80121972221161
38.1659,36.63933624772039
37.9884,36.46988210308043
37.7826,36.258071078031264
37.5427,36.0305011086275
37.2804,35.76820070643762
36.9885,35.48653841788252
36.6751,35.16470056157374
36.3432,34.825328832895224
35.9471,34.4482625610261
35.5097,34.03171437775388
35.0445,33.57954181397305
34.5435,33.08106860804067
33.9861,32.53536839937835
33.3425,31.925692928637993
32.6702,31.259249798583976
31.8763,30.50835507880144
31.0453,29.685018714960062
30.0492,28.76025410412709
29.0395,27.758628854083714
27.8851,26.667647866032436
26.6927,25.51911749472775
25.4596,24.314278939389826
24.2301,23.112761329458497
23.0045,21.935254908512913
21.8538,20.811824467639674
20.7786,19.77087832745223
19.7666,18.799691994527052
18.9156,17.941821226917885
18.1565,17.194859020505803
17.5013,16.54686108287376
16.9159,16.002936097148876
16.4781,15.556583337213127
16.118,15.18175456799721
15.7971,14.871610533675241
15.5424,14.613226144905443
15.3102,14.385918848980769
15.1189,14.199015997748733
14.9406,14.029422982228946
14.7821,13.867489297213723
14.6259,13.725142288583235
14.481,13.582063962730066
14.3049,13.439619890629452
14.1972,13.29699290729436
14.0538,13.168861894243173
13.9067,13.029160203152946
13.7731,12.884801344490507
13.6273,12.747522834839089
13.469,12.614322682913844
13.3292,12.473589671012164
13.1342,12.332510677443913
13.0196,12.170839504650566
12.8631,12.026441584221299
12.6948,11.861227700879246
12.5294,11.705084845432738
12.3278,11.535608088981709
12.1831,11.368145945708395
12.0071,11.19868029919011
11.8128,11.020179517688092
11.635,10.836676202531395
11.4422,10.645629186206625
11.2481,10.451374911927873
11.0483,10.250683606053734
10.841,10.049470206652664
10.6339,9.842807493797316
10.4365,9.633836893471003
10.2176,9.428520070143271
9.99888,9.219100782529447
9.77646,9.011293762263808
9.58311,8.804942346700047
9.36952,8.601194958296384
9.14976,8.398813144947448
8.94832,8.19842540832742
8.73639,8.000635458470594
8.52199,7.799456865096815
8.31744,7.6030312946146505
8.09216,7.398630111967107
7.8809,7.194694564643327
7.66042,6.992149966729594
7.43961,6.786712767189956
7.22943,6.584173124155338
7.00764,6.456494255755995
7.33339,6.667783503013431
7.08074,6.49733835804592
6.78684,6.278681674160653
6.49903,6.024928375886827
6.28398,5.76587498383524
5.98103,5.5119268479791845
5.75251,5.269360594968801
5.47853,5.014215671599934
5.18202,4.7514553811085705
4.91288,4.509601653254301
4.65084,4.264600926913048
4.35488,4.016038650150147
4.14284,3.7996040136572216
3.90494,3.575586388055469
3.62182,3.349330055563016
3.40965,3.1226355489520734
3.17709,2.9038748375486505
2.94334,2.691097333976137
2.71409,2.4845210837365905
2.48932,2.281092760492282
2.26711,2.0893580297579417
2.05915,1.9049381466797572
1.86294,1.729913820769406
1.67144,1.5647063081665622
1.48458,1.409006708208784
1.30946,1.2638956434558626
1.14486,1.131544977561834
0.994014,1.0126100486175986
0.858476,0.9084888786429374
0.736949,0.8211022080759919
0.633776,0.7505202545813083
0.550008,0.7005777351134893
0.486359,0.6711784254143985
0.442402,0.6635499184345652
0.421576,0.6795811655280273
0.428877,0.7214718652009625
0.462359,0.7922130676655799
0.524688,0.8916058582602887
0.622386,1.0230894863695428
0.754118,1.1896758316850076
0.923756,1.3921459764101431
1.12913,1.6307024124686522
1.37617,1.9101681850151666
1.66884,2.2316940377369705
2.01628,2.601629525968484
2.41217,3.0234116253337033
2.869,3.4996804004472724
3.383,4.028941173123294
3.9511,4.612986671908745
4.58712,5.252890057844462
5.28058,5.948517590366898
6.0382,6.707938978040679
6.86382,7.522628600456656
7.7589,8.404541412700663
8.72952,9.357383289814278
9.77667,10.376505612854977
10.8867,11.465071591660413
12.0823,12.619665911969008
13.3573,13.846357268380249
14.6725,15.121629318659911
15.9838,16.45773744423022
17.4957,17.85445356670757
19.0922,19.314357669773784
20.6238,20.82843624084098
22.1829,22.388011702277325
23.838,24.02358863281339
25.6694,25.755300162408364
27.3787,27.49198583323663
29.1955,29.28769339777802
31.0187,31.137315651574152
32.9418,33.076861924306634
34.8521,35.099403569599886
36.936,37.27398269198497
39.1838,39.65215340214381
41.6437,42.25171461344502
44.4902,44.92290521481958
46.678,47.15904746104722
47.8048,48.344377283037474
47.7043,48.604017239400875
47.0578,48.33941101392256
46.3848,47.73785170253075
45.5951,47.04365124049675
44.7313,46.31518941694496
44.158,45.69698405409658
43.2889,45.04813994949739
42.3232,44.35473322659051
41.4544,43.54836493653071
40.3751,42.68067056958109
39.1042,41.725916549626916
37.8605,40.759020002342716
36.6303,42.791083346947524
34.7995,34.07426111470442
34.7379,33.98225428489524
34.6671,33.90999419673994
34.5807,33.82164777824986
34.4668,33.71516790819536
34.3387,33.593078200227225
34.1798,33.45072400160027
34.012,33.29027691125349
33.8252,33.10547067106186
33.5823,32.881397634295915
33.3537,32.648990686568936
33.0383,32.37833403007918
32.7319,32.072869863337054
32.3801,31.743522887839923
31.9928,31.371708847642996
31.5683,30.970569099960866
31.0957,30.527205286904124
30.5966,30.049017721763963
30.0018,29.50696817612617
29.4151,28.93139269206199
28.7169,28.285920239500463
27.9784,27.58549736090149
27.1386,26.800995522043376
26.245,25.942578474216862
25.2127,24.973803569656937
24.0917,23.900532037872296
22.8236,22.70948074701667
21.4783,21.406118516717648
19.9986,19.999711165781182
18.4838,18.51105950639624
16.8987,16.985865142266245
15.3537,15.450681025824135
13.8307,13.947322070102668
12.4205,12.52308698442293
11.1058,11.202422340067384
9.91429,10.008135966113663
8.87266,8.94040974321418
7.99216,8.025947844628423
7.22175,7.235039728047477
6.59399,6.57495080410122
6.06462,6.029845990141562
5.63446,5.581315119496579
5.27259,5.212884739107944
4.98767,4.906663145137748
4.72188,4.647306527176536
4.50954,4.4286102971202075
4.30643,4.231879513239989
4.11968,4.054414989881878
3.9514,3.895030563060288
3.79838,3.7480546250050852
3.63759,3.607469377224962
3.48894,3.470959202407237
3.34089,3.342376464132605
3.2143,3.2164720715906965
3.05816,3.0932557245100476
2.92279,2.969628487309378
2.78189,2.8506932894161423
2.64977,2.7326014531268794
2.5317,2.6194083465078837
2.39589,2.508355704833827
2.2669,2.398535342224975
2.13774,2.290457868822371
2.02089,2.1874251946192995
1.89505,2.08966042005582
1.78552,1.994528082764379
1.67543,1.9062065183941788
1.55524,1.81694028719089
1.45478,1.7347350074070989
1.36599,1.6586771057988043
1.27371,1.586605150145697
1.17226,1.5225260734580455
1.09484,1.4646745497043618
1.0154,1.4146579495187903
0.940581,1.3674949262688696
0.882668,1.3313816501640214
0.824672,1.3044709590476669
0.783842,1.2859815356044746
0.760233,1.2808130031549199
0.71876,1.2833064868709716
0.701816,1.2924053855932207
0.69914,1.3140199723056452
0.709504,1.3462514489158837
0.72445,1.3904661673584824
0.744614,1.446730552152232
0.770153,1.5123148323315336
0.837153,1.5875348571343288
0.899417,1.6768864643196315
0.966753,1.7829121043359315
1.06004,1.8982432872817403
1.1604,2.037511684135979
1.23242,2.1932825740256088
1.37201,2.3697122232160397
1.52374,2.5533425311751947
1.68805,2.755890096880467
1.87583,2.972861600228804
2.0942,3.2116821522733434
2.31844,3.4718937175996856
2.53278,3.7437498736321277
2.80987,4.039475221755613
3.08793,4.347131387178184
3.38752,4.675465913855176
3.67356,5.027659547449171
4.03232,5.379760081299587
4.39139,5.764770176573808
4.83871,6.19537330860961
5.23556,6.655625027547783
5.66441,7.128886538340556
6.1244,7.6195947386642455
6.60619,8.133317730158508
7.12639,8.662896875468032
7.65108,9.224253530085692
8.22155,9.80942284918298
8.80758,10.4176759585077
9.40765,11.0433188433316
10.0353,11.690183379063486
10.7099,12.367827724238946
11.395,13.072710963059277
12.1167,13.800693118250864
12.8627,14.552695764319422
13.6327,15.326405230614002
14.4335,16.123040664397433
15.2222,16.930778757656086
16.0758,17.759270838685882
16.9128,18.60741042137578
17.7926,19.475014076512284
18.734,20.36399985147235
19.6329,21.280773273649825
20.5778,22.19983198978926
21.5444,23.135327671015744
22.5172,24.0825172028388
23.5132,25.033877130020322
24.4985,25.986351826455838
25.5045,26.945709117579298
26.5363,27.90771163781989
27.5538,28.876921486728406
28.6088,29.849949561047396
29.6603,30.82648641105813
30.674,31.787920845158563
31.744,32.744915412602666
32.7666,33.67572245892537
33.7537,34.56966304453629
34.7893,35.45549971118045
35.7644,36.31353078576076
36.7162,37.14103025710187
37.6555,37.939295537566956
38.5481,38.69799645865796
39.4297,39.41383242037072
40.2359,40.08302452248661
41.0918,40.71000477370254
41.7786,41.25258693565072
42.4638,41.728059026513954
43.0951,42.13897363059925
43.666,42.51888578515662
44.1228,42.80455381143591
44.5274,43.03329977576157
44.8733,43.122672030429904
45.148,43.2071851052887
45.2866,43.170010934574314
45.2803,42.99850538706507
45.2489,42.72007361412185
45.0511,42.337424071809586
44.7053,41.880885867593406
44.3485,41.2809312750637
43.7519,40.477561011315636
42.815,39.57179532880501
41.2753,38.02008829194651
37.8204,35.31018822281
33.7707,31.84473400111644
29.0938,27.81761549188733
24.4685,23.949741748068657
19.8551,20.473100732871643
15.7866,17.453171171446154
12.2965,14.89050586022313
9.41216,12.729284031482013
7.19161,11.002131504367995
5.7141,9.810198370362471
4.97779,9.166369945940271
4.94487,9.047261600119072
5.53349,9.389291106669578
6.63083,10.133508362295656
8.15753,10.112543634017602
34.2415,34.20743115474932
34.1757,34.10441702032207
34.1031,34.03249822568497
34.0174,33.94688733510885
33.9077,33.840904437693425
33.782,33.72154360080467
33.6364,33.58286560343818
33.4863,33.424257150755174
33.2836,33.24549402476532
33.063,33.03736243634024
32.8327,32.807069090007126
32.5581,32.5472256712415
32.2534,32.25070650870872
31.899,31.928285550267645
31.5533,31.572142231491885
31.1222,31.177205911990082
30.7002,30.748599436221387
30.2106,30.28229813065366
29.6796,29.76267673528927
29.0771,29.20158157975528
28.4553,28.57305527625758
27.7283,27.8936981139137
26.9535,27.1339390803531
26.0968,26.30531489780107
25.1263,25.364554599591674
24.0434,24.33296647957208
22.8327,23.17302754141723
21.5522,21.914684665384115
20.0869,20.551573396553746
18.6009,19.116809837439725
17.0187,17.63308759507045
15.465,16.143326385364826
13.9171,14.689091696667608
12.4465,13.297116366226199
11.0893,12.005770947518334
9.81472,10.83364451417437
8.71866,9.786046423519982
7.73933,8.881939027537154
6.9317,8.100607876727441
6.23068,7.449139954687922
5.66429,6.901769408376163
5.18181,6.454519230062255
4.79896,6.076927031879216
4.46187,5.761657550573001
4.18376,5.491572882537213
3.95258,5.25942284273231
3.74887,5.051322462661555
3.55476,4.857906740814126
3.38899,4.682959439724742
3.22068,4.515698860320357
3.07395,4.355038324206984
2.92774,4.196107432968664
2.78414,4.043855893759693
2.63443,3.8857576825794458
2.4974,3.734914409356982
2.3696,3.5853796737116026
2.24064,3.4366649516135004
2.09763,3.288014624975851
1.97966,3.1414492228777204
1.84457,2.9924286557879394
1.71917,2.8484736523780896
1.59985,2.7022391202824774
1.48252,2.555954561158029
1.36244,2.4157654264009625
1.25122,2.2764614690426486
1.14068,2.138547992642474
1.0307,2.000027605102433
0.934038,1.8658310068394395
0.837412,1.7323472635104609
0.737614,1.601257489575574
0.659157,1.473908000193817
0.58803,1.3561743034719744
0.514869,1.2395705837969122
0.438879,1.1253663313599884
0.38833,1.0164715457929303
0.332395,0.9181825889721162
0.294542,0.8261003954411867
0.259968,0.7420664402257907
0.235341,0.6620891602770053
0.229324,0.5885156043180567
0.216177,0.5262097822530365
0.230565,0.4676210717482959
0.244678,0.4202568923750365
0.273937,0.38334751790578436
0.296662,0.3504525231035071
0.363951,0.32970433938373966
0.416568,0.31540049985690305
0.483929,0.3138252506771963
0.576531,0.32117790225941617
0.673429,0.3272143586879805
0.763074,0.3085377395814967
0.906878,0.3414352937517199
1.06824,0.4005782629043443
1.24015,0.4732438317919693
1.43642,0.561309270156757
1.65524,0.6655199317793167
1.87722,0.7844158189440155
2.12768,0.9186377090969482
2.39374,1.0734149980642074
2.68039,1.2451348200441439
3.01829,1.4306983759195435
3.30961,1.6312112887649544
3.64122,1.8548787742281043
3.99575,2.096782019190767
4.3977,2.368674652582046
4.83943,2.6636085668683975
5.27301,2.9783290075261823
5.75102,3.3114071907572677
6.22481,3.6684895830099213
6.72881,4.047643695434366
7.28843,4.451745931646635
7.83161,4.880377338383822
8.40739,5.3296821115387365
9.02893,5.803639320115646
9.63889,6.3049493874410825
10.3038,6.838982601218075
10.9862,7.398736499221698
11.6898,7.985570733678711
12.4163,8.601590000542195
13.1804,9.242571810042929
13.9816,9.912857176600136
14.7672,10.60107234191022
15.5858,11.316467681456244
16.4434,12.057943245442326
17.284,12.829443379452393
18.1785,13.633515015272149
19.1018,14.467821835588687
20.0372,15.320802519638592
20.9777,16.199871309926788
21.9514,17.101414836826496
22.9254,18.027029474549085
23.9262,18.969727658417934
24.9189,19.93374856066025
25.9103,20.9204102153069
26.9541,21.93413476164335
28.0038,22.97066428140089
29.073,24.038165117305653
30.1276,25.108022330653878
31.1841,26.188704835095916
32.257,27.28061546690885
33.2886,28.387298476931832
34.3603,29.496307328254243
35.3953,30.618011576354025
36.4258,31.737926308808017
37.4431,32.863933294522454
38.4786,33.99957905383684
39.5051,35.13521119208826
40.463,36.2825262416686
41.4947,37.42933786087808
42.2896,38.56306142146828
43.3169,39.69316382452448
44.234,40.79215286981803
45.0922,41.902414311830206
45.9239,43.02147491040944
46.7335,44.117035988474186
47.5198,45.1900894742761
48.3125,46.28278993028712
48.9622,47.35482157467717
49.6652,48.43829051933863
50.2322,49.52555311023792
50.8269,50.623253088479615
51.3927,51.76174442750005
51.9353,53.014110176253745
52.5537,54.2953503652201
53.1156,55.54848325545721
53.2292,56.4007092015728
52.1531,56.224080825399184
49.471,54.89519421634355
45.1012,52.5968681360774
40.247,49.81854482925694
35.318,46.752777125426796
30.4659,43.490044853307346
25.4729,39.936832272241254
20.3747,36.32903988419397
15.2293,32.57822895872157
10.3346,28.679066740693425
6.04354,24.697718819147333
2.82538,20.843076986867136
0.969236,17.27437283095282
0.723554,14.23499164821814
2.28718,13.23845849280121
40.4501,40.25357991742309
40.4314,40.39864529292306
40.404,40.36512869637102
40.3614,40.31926767590182
40.3039,40.2611701091373
40.2251,40.18418834285601
40.1479,40.09661607147971
40.0164,39.98809404500073
39.9265,39.86824420600745
39.7396,39.71425002560452
39.6099,39.56039818452812
39.3965,39.36733085290718
39.1858,39.14383203068398
38.9217,38.906341149682135
38.6426,38.63507412662326
38.3708,38.335931561183386
38.014,38.00915500400121
37.664,37.65431498242624
37.2742,37.25607171251076
36.8269,36.8256113521266
36.3314,36.34615620882529
35.8107,35.82285778325379
35.2056,35.234384611396365
34.56,34.59224474397399
33.8187,33.86248331482571
33.0125,33.06620266770888
32.1002,32.16610089027713
31.0999,31.20112673235363
30.0587,30.151444608247374
28.9264,29.06045423817945
27.7929,27.918287509765374
26.6393,26.79528590692224
25.5282,25.70496730145068
24.4776,24.66668069973468
23.5044,23.708728628826545
22.6736,22.839640137639414
21.8723,22.06738930524232
21.2184,21.419333041178575
20.6249,20.853599279429147
20.2021,20.390641412066536
19.8295,20.019434754880912
19.5058,19.702276510883355
19.2638,19.4446474333644
19.028,19.2220604343855
18.8266,19.03948549144616
18.7157,18.8966302036944
18.5729,18.768064617178485
18.4144,18.638099299142763
18.3268,18.54033566705745
18.2137,18.427257487862335
18.1054,18.315838813949735
17.955,18.191292268302266
17.8864,18.104824897817757
17.7338,17.98880366407768
17.6203,17.87591329735803
17.5615,17.78418672541191
17.4372,17.685326126565194
17.3227,17.579489097019877
17.1959,17.472983016912412
17.0289,17.32209972136607
16.9445,17.221387319057925
16.8234,17.095706455996986
16.6443,16.963689147023565
16.5535,16.84307485747094
16.3709,16.703353305270024
16.2665,16.570868295493828
16.0957,16.427974610907537
15.9553,16.280579672702107
15.7846,16.128360958702277
15.6193,15.96846736146257
15.4558,15.805202039120433
15.2844,15.646377742188335
15.0993,15.477782056763719
14.9329,15.305274554187061
14.749,15.136649023471296
14.5683,14.961134136774751
14.3898,14.785722040796374
14.2074,14.614637630724715
14.0254,14.437988882073215
13.839,14.268828217963822
13.6608,14.091523681386443
13.4811,13.917503457533769
13.2961,13.742042834324685
13.1048,13.563647148043817
12.9167,13.38507637569395
12.7245,13.200370270843516
12.535,13.015287358596236
12.3395,12.8294613900313
12.135,12.63722274147645
11.9268,12.55186829615246
12.628,13.144134739392198
12.3324,13.036077903440743
12.0877,12.766093786521717
11.83,12.507478988249401
11.5126,12.234085744710548
11.2298,11.97729432873282
10.9939,11.727574518060417
10.7896,11.435028694740629
10.3871,11.130727711236638
10.1667,10.880420492730543
9.88746,10.59910223374401
9.69523,10.327036572540415
9.36865,10.069771834162733
9.04258,9.835749531749846
8.76366,9.574943988621119
8.49455,9.271714474519893
8.21238,8.986568399461351
7.91784,8.703752190156402
7.61886,8.416599657613768
7.3486,8.13409747244695
7.05309,7.859322391742909
6.76075,7.571366597168723
6.46337,7.282302851063067
6.17677,6.996756881375316
5.89537,6.708525779697196
5.60392,6.416334567267222
5.30104,6.121049791068838
5.00307,5.830309896797933
4.71902,5.541263512778318
4.42548,5.250679458307603
4.13496,4.957483608230491
3.84796,4.669906730587789
3.57412,4.38925631069904
3.294,4.107636869395921
3.02198,3.8269637228523807
2.7513,3.5500311588030753
2.48489,3.2772889744042297
2.23111,3.010214030659432
1.98497,2.7494384982335784
1.74983,2.4974972392537076
1.52653,2.256940473604535
1.31738,2.028293688762288
1.12533,1.811551086194241
0.947046,1.6086158566173043
0.789477,1.4197441537698519
0.650726,1.2476010175224268
0.537194,1.0957491553283707
0.451655,0.9689528750194074
0.39479,0.8668209256597575
0.372746,0.7949837673055357
0.388092,0.7558291494850516
0.443486,0.7516046930840263
0.546012,0.787186315214503
0.692905,0.8663003089132407
0.898973,0.9951381385727626
1.167,1.1785724358107839
1.49847,1.4223902402310384
1.90272,1.7300792776895277
2.38353,2.1110200331291544
2.95034,2.5674396801579777
3.62005,3.109003856905402
4.3441,3.736204410733621
5.21836,4.478576163000616
6.22879,5.3374758270940985
7.36474,6.308880396697223
8.63303,7.426697748788767
10.1546,8.760744316784763
11.7938,10.226278083494028
13.6328,11.88533805353508
15.7113,13.764508250931419
18.0714,15.910651429919161
20.7321,18.342486649657676
