TITLE,#2
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,SMS
DATE,23/07/17
TIME,17:05:45
SPECTROMETER/DATA SYSTEM,
LOCALE,1042
RESOLUTION,
DELTAX,-5
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     181
FIRSTY,    39.77932
MAXY,    51.44777
MINY,    29.82846
XYDATA
1200.0000,39.7793
1195.0000,39.7289
1190.0000,39.661
1185.0000,39.5742
1180.0000,39.4672
1175.0000,39.3389
1170.0000,39.1893
1165.0000,39.0174
1160.0000,38.8318
1155.0000,38.6258
1150.0000,38.4075
1145.0000,38.1735
1140.0000,37.9296
1135.0000,37.6704
1130.0000,37.4077
1125.0000,37.1292
1120.0000,36.8491
1115.0000,36.5605
1110.0000,36.2679
1105.0000,35.9729
1100.0000,35.6693
1095.0000,35.3591
1090.0000,35.0421
1085.0000,34.7168
1080.0000,34.3788
1075.0000,34.0303
1070.0000,33.6708
1065.0000,33.3021
1060.0000,32.9307
1055.0000,32.5587
1050.0000,32.1963
1045.0000,31.846
1040.0000,31.5188
1035.0000,31.2168
1030.0000,30.9455
1025.0000,30.7051
1020.0000,30.4986
1015.0000,30.323
1010.0000,30.1777
1005.0000,30.0623
1000.0000,29.9734
995.0000,29.9085
990.0000,29.865
985.0000,29.8392
980.0000,29.8286
975.0000,29.8285
970.0000,29.8398
965.0000,29.8589
960.0000,29.8848
955.0000,29.9155
950.0000,29.9483
945.0000,29.9862
940.0000,30.0278
935.0000,30.0729
930.0000,30.1171
925.0000,30.1618
920.0000,30.2046
915.0000,30.2499
910.0000,30.2957
905.0000,30.3452
900.0000,30.3913
895.0000,30.4373
890.0000,30.48
885.0000,30.5244
880.0000,30.5646
875.0000,30.6034
870.0000,30.6412
865.0000,30.6817
860.0000,30.7216
855.0000,30.764
850.0000,30.8053
845.0000,30.8518
840.0000,30.897
835.0000,30.9377
830.0000,30.9789
825.0000,31.0202
820.0000,31.0692
815.0000,31.1145
810.0000,31.1639
805.0000,31.213
800.0000,31.2687
795.0000,31.3228
790.0000,31.3763
785.0000,31.432
780.0000,31.4915
775.0000,31.552
770.0000,31.6122
765.0000,31.6727
760.0000,31.7318
755.0000,31.7936
750.0000,33.754
745.0000,33.7501
740.0000,33.7484
735.0000,33.7411
730.0000,33.7502
725.0000,33.7488
720.0000,33.7528
715.0000,33.7512
710.0000,33.75
705.0000,33.7448
700.0000,33.7404
695.0000,33.7603
690.0000,33.8045
685.0000,33.8674
680.0000,33.9182
675.0000,33.9581
670.0000,34.0051
665.0000,34.0581
660.0000,34.102
655.0000,34.1454
650.0000,34.1971
645.0000,34.261
640.0000,34.3249
635.0000,34.3918
630.0000,34.4577
625.0000,34.5295
620.0000,34.6054
615.0000,34.6912
610.0000,34.782
605.0000,34.8719
600.0000,34.9453
595.0000,35.0407
590.0000,35.1365
585.0000,35.2382
580.0000,35.3313
575.0000,35.4338
570.0000,35.5396
565.0000,35.6528
560.0000,35.771
555.0000,35.8889
550.0000,36.011
545.0000,36.1355
540.0000,36.2666
535.0000,36.3982
530.0000,36.5378
525.0000,36.6737
520.0000,36.8195
515.0000,36.9771
510.0000,37.1396
505.0000,37.3028
500.0000,37.4728
495.0000,37.6438
490.0000,37.8184
485.0000,37.9996
480.0000,38.1818
475.0000,38.377
470.0000,38.583
465.0000,38.7987
460.0000,39.0255
455.0000,39.2598
450.0000,39.5044
445.0000,39.7512
440.0000,40.0162
435.0000,40.2858
430.0000,40.5764
425.0000,40.8829
420.0000,41.1987
415.0000,41.5253
410.0000,41.868
405.0000,42.236
400.0000,42.6366
395.0000,43.0601
390.0000,43.5197
385.0000,43.9908
380.0000,44.486
375.0000,44.9763
370.0000,45.3724
365.0000,45.7772
360.0000,46.1054
355.0000,46.3735
350.0000,46.6388
345.0000,46.9241
340.0000,47.1159
335.0000,47.474
330.0000,47.8769
325.0000,48.3292
320.0000,48.8254
315.0000,49.3905
310.0000,50.022
305.0000,50.6745
300.0000,51.4478

##### Extended Information
[Comments]
Sample name,#2
Comment,#2_1F
User
Division,SMS
Company,KOREAUNIV

[Detailed Information]
Creation date,2023-07-17 오후 5:05

Data array type,Linear data array
Horizontal axis,Wavelength [nm]
Vertical axis,%R
Start,1200 nm
End,300 nm
Data interval,5 nm
Data points,181     

[Measurement Information]
Instrument name,UV-vis
Model name,V-670
Serial No.,A043861154

Accessory,ISN-723
Accessory S/N,B017061118
  Beam trap,Use

Measurement date,2023-07-17 오후 5:05

Photometric mode,%R
Measurement range,1200 - 300 nm
Data interval,5 nm
UV/Vis bandwidth,5.0 nm
NIR bandwidth,40.0 nm
Response,Medium
Scan speed,1000 nm/min
Change source at,340 nm
Change grating at,750 nm
Light source,D2/WI
Filter exchange,Step
Correction,Baseline

