iter	RMSE
0	17.87524647
1	17.70829909
2	17.54243352
3	17.39462987
4	17.23110585
5	17.07213429
6	16.92020818
7	16.7729343
8	16.61689155
9	16.47349765
10	16.33739434
11	16.18626415
12	16.04466322
13	15.9056378
14	15.76592755
15	15.6215984
16	15.48978028
17	15.3598274
18	15.21698298
19	15.08987716
20	14.96827305
21	14.85321116
22	14.73008126
23	14.60989284
24	14.49211951
25	14.37473549
26	14.25596559
27	14.15279629
28	14.03205148
29	13.91597955
30	13.79949701
31	13.68661573
32	13.57090472
33	13.46632089
34	13.35404594
35	13.24681796
36	13.14756567
37	13.04837049
38	12.94577669
39	12.85266083
40	12.75946887
41	12.66100553
42	12.57170923
43	12.47534183
44	12.38817173
45	12.29253123
46	12.19899641
47	12.1136077
48	12.01306842
49	11.92116515
50	11.84328299
51	11.77055744
52	11.68788549
53	11.60219606
54	11.51144644
55	11.43049765
56	11.34502042
57	11.26218553
58	11.18182266
59	11.0981413
60	11.03384291
61	10.95447563
62	10.87444626
63	10.80416042
64	10.72281172
65	10.64728757
66	10.57792308
67	10.50702236
68	10.44811829
69	10.3926863
70	10.33623225
71	10.27704708
72	10.20934947
73	10.13933928
74	10.08161147
75	10.01924071
76	9.957011145
77	9.895200806
78	9.825397918
79	9.756394855
80	9.699493244
81	9.643597998
82	9.58989678
83	9.530893266
84	9.476069748
85	9.42225897
86	9.366132937
87	9.311668809
88	9.258305562
89	9.204553596
90	9.151682797
91	9.104563157
92	9.046709181
93	8.989790934
94	8.932511292
95	8.885240214
96	8.838038801
97	8.78522558
98	8.738756015
99	8.692120628
100	8.658703709
101	8.611539812
102	8.570986282
103	8.528537239
104	8.495132715
105	8.447951279
106	8.41550681
107	8.380083987
108	8.337599279
109	8.293826437
110	8.252162804
111	8.217178468
112	8.184873533
113	8.145940038
114	8.106135299
115	8.066745067
116	8.032149202
117	7.989358559
118	7.9546404
119	7.916482189
120	7.882652201
121	7.850974031
122	7.815308513
123	7.78308631
124	7.752097575
125	7.710585913
126	7.66972935
127	7.646552942
128	7.617108303
129	7.586159628
130	7.548957935
131	7.514569525
132	7.483987445
133	7.452698358
134	7.419905251
135	7.393240868
136	7.365720702
137	7.338838152
138	7.310746193
139	7.278388561
140	7.244375457
141	7.217045274
142	7.197634552
143	7.166506967
144	7.141166423
145	7.116426292
146	7.08679554
147	7.05868666
148	7.034069652
149	7.006137341
150	6.975580574
151	6.952941772
152	6.925368261
153	6.899600873
154	6.876312363
155	6.851943486
156	6.833604808
157	6.811439115
158	6.788157909
159	6.763808313
160	6.741671993
161	6.721978055
162	6.695764217
163	6.68148989
164	6.662367154
165	6.649351541
166	6.628687036
167	6.608047435
168	6.594786682
169	6.580451978
170	6.558107238
171	6.534579964
172	6.512979282
173	6.493291331
174	6.471137065
175	6.449700867
176	6.425443867
177	6.410108559
178	6.395801518
179	6.375370223
180	6.358964866
181	6.342289643
182	6.324624769
183	6.30341839
184	6.287552513
185	6.269513021
186	6.250811608
187	6.228160211
188	6.209038924
189	6.191240917
190	6.174938654
191	6.161457504
192	6.141826738
193	6.128943862
194	6.112647378
195	6.103048452
196	6.078969131
197	6.063712958
198	6.047847238
199	6.036613897
200	6.025712077
201	6.008338867
202	5.992693356
203	5.982769146
204	5.968675598
205	5.958265091
206	5.944733662
207	5.93322073
208	5.913922832
209	5.897192752
210	5.880066148
211	5.866605928
212	5.852495698
213	5.829787348
214	5.814505725
215	5.801304367
216	5.780271141
217	5.766352164
218	5.747173068
219	5.734480654
220	5.717697581
221	5.700574369
222	5.691635389
223	5.684385044
224	5.668610841
225	5.654805198
226	5.639167363
227	5.623903313
228	5.611824687
229	5.598029259
230	5.586504158
231	5.574777681
232	5.56436423
233	5.551731235
234	5.540548204
235	5.530363781
236	5.520741092
237	5.51335898
238	5.50212297
239	5.494978891
240	5.48175162
241	5.474505109
242	5.460219157
243	5.448246316
244	5.436173826
245	5.426694141
246	5.416269884
247	5.40429408
248	5.396637092
249	5.382432685
250	5.375259064
251	5.363535996
252	5.351866883
253	5.343206764
254	5.335678136
255	5.329551791
256	5.316279582
257	5.3099916
258	5.302841656
259	5.295834018
260	5.281663715
261	5.274918048
262	5.269212054
263	5.253777832
264	5.24694973
265	5.236139223
266	5.231370076
267	5.225882946
268	5.216561969
269	5.206692025
270	5.200019714
271	5.190341926
272	5.178679153
273	5.167210491
274	5.158346293
275	5.149054708
276	5.142229693
277	5.134264265
278	5.12728742
279	5.118234934
280	5.109107774
281	5.097812686
282	5.090708243
283	5.078428804
284	5.07077524
285	5.063288855
286	5.054183516
287	5.047108508
288	5.039005212
289	5.032417091
290	5.023255038
291	5.011842791
292	5.004530039
293	4.997029954
294	4.9890986
295	4.980896938
296	4.971594743
297	4.965981601
298	4.958376589
299	4.950225936
300	4.945089946
301	4.935612335
302	4.928245049
303	4.921692198
304	4.915948133
305	4.912077846
306	4.906213727
307	4.901081933
308	4.894182762
309	4.886122081
310	4.878512687
