1200.0000,41.5672
1195.0000,41.5591
1190.0000,41.5294
1185.0000,41.4749
1180.0000,41.3982
1175.0000,41.3018
1170.0000,41.1856
1165.0000,41.0553
1160.0000,40.911
1155.0000,40.7575
1150.0000,40.5911
1145.0000,40.4179
1140.0000,40.2323
1135.0000,40.0393
1130.0000,39.835
1125.0000,39.6235
1120.0000,39.4053
1115.0000,39.1793
1110.0000,38.9399
1105.0000,38.6869
1100.0000,38.4152
1095.0000,38.1268
1090.0000,37.8136
1085.0000,37.4747
1080.0000,37.0989
1075.0000,36.6837
1070.0000,36.2257
1065.0000,35.723
1060.0000,35.1824
1055.0000,34.6065
1050.0000,34.0114
1045.0000,33.4043
1040.0000,32.7994
1035.0000,32.2069
1030.0000,31.6305
1025.0000,31.0889
1020.0000,30.5829
1015.0000,30.1261
1010.0000,29.7184
1005.0000,29.3611
1000.0000,29.0575
995.0000,28.8041
990.0000,28.6014
985.0000,28.4371
980.0000,28.3093
975.0000,28.2117
970.0000,28.1387
965.0000,28.0893
960.0000,28.0596
955.0000,28.0462
950.0000,28.0461
945.0000,28.0537
940.0000,28.0706
935.0000,28.0952
930.0000,28.1238
925.0000,28.1569
920.0000,28.1922
915.0000,28.2319
910.0000,28.2689
905.0000,28.3072
900.0000,28.344
895.0000,28.3812
890.0000,28.4166
885.0000,28.4428
880.0000,28.4655
875.0000,28.4845
870.0000,28.4994
865.0000,28.5147
860.0000,28.5265
855.0000,28.5378
850.0000,28.5417
845.0000,28.5426
840.0000,28.5491
835.0000,28.5552
830.0000,28.5645
825.0000,28.5752
820.0000,28.5944
815.0000,28.6224
810.0000,28.6522
805.0000,28.6862
800.0000,28.721
795.0000,28.7645
790.0000,28.807
785.0000,28.856
780.0000,28.8994
775.0000,28.952
770.0000,29.0035
765.0000,29.0579
760.0000,29.1113
755.0000,29.1672
750.0000,31.5386
745.0000,31.5159
740.0000,31.4803
735.0000,31.4601
730.0000,31.4446
725.0000,31.4325
720.0000,31.4198
715.0000,31.4056
710.0000,31.3782
705.0000,31.3545
700.0000,31.3332
695.0000,31.3569
690.0000,31.4296
685.0000,31.501
680.0000,31.5362
675.0000,31.5403
670.0000,31.5494
665.0000,31.592
660.0000,31.6347
655.0000,31.6795
650.0000,31.7278
645.0000,31.7796
640.0000,31.8446
635.0000,31.9098
630.0000,31.9773
625.0000,32.0512
620.0000,32.13
615.0000,32.2103
610.0000,32.296
605.0000,32.3915
600.0000,32.4574
595.0000,32.5582
590.0000,32.6594
585.0000,32.7651
580.0000,32.8659
575.0000,32.9767
570.0000,33.0954
565.0000,33.2243
560.0000,33.3541
555.0000,33.4825
550.0000,33.6155
545.0000,33.7558
540.0000,33.9045
535.0000,34.0621
530.0000,34.2306
525.0000,34.4055
520.0000,34.5792
515.0000,34.7667
510.0000,34.9712
505.0000,35.1831
500.0000,35.4051
495.0000,35.6346
490.0000,35.869
485.0000,36.1185
480.0000,36.3776
475.0000,36.655
470.0000,36.9474
465.0000,37.2598
460.0000,37.6001
455.0000,37.9572
450.0000,38.3448
445.0000,38.7566
440.0000,39.1935
435.0000,39.6634
430.0000,40.1835
425.0000,40.7505
420.0000,41.2847
415.0000,41.9703
410.0000,42.7211
405.0000,43.5584
400.0000,44.501
395.0000,45.6046
390.0000,46.8823
385.0000,48.3672
380.0000,50.0459
375.0000,51.7523
370.0000,52.8537
365.0000,53.4486
360.0000,53.2516
355.0000,52.6324
350.0000,52.0441
345.0000,51.6796
340.0000,51.093
335.0000,51.1833
330.0000,51.4389
325.0000,51.8193
320.0000,52.3774
315.0000,53.126
310.0000,54.1213
305.0000,55.5267
300.0000,57.5024
