TITLE,PVAI MS
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,PERC
DATE,23/06/26
TIME,17:11:22
SPECTROMETER/DATA SYSTEM,
LOCALE,1042
RESOLUTION,
DELTAX,-5
XUNITS,NANOMETERS
YUNITS,REFLECTANCE
FIRSTX, 1200.0000
LASTX,  300.0000
NPOINTS,     181
FIRSTY,    40.20029
MAXY,    50.98383
MINY,    30.87675
XYDATA
1200.0000,40.2003
1195.0000,40.1523
1190.0000,40.0902
1185.0000,40.0084
1180.0000,39.9101
1175.0000,39.7918
1170.0000,39.6602
1165.0000,39.5117
1160.0000,39.3507
1155.0000,39.1762
1150.0000,38.9911
1145.0000,38.791
1140.0000,38.5789
1135.0000,38.3542
1130.0000,38.1212
1125.0000,37.8803
1120.0000,37.6318
1115.0000,37.3788
1110.0000,37.1166
1105.0000,36.8498
1100.0000,36.5734
1095.0000,36.2884
1090.0000,35.9933
1085.0000,35.6886
1080.0000,35.3711
1075.0000,35.0372
1070.0000,34.6916
1065.0000,34.3322
1060.0000,33.9695
1055.0000,33.6065
1050.0000,33.2495
1045.0000,32.9076
1040.0000,32.5826
1035.0000,32.2863
1030.0000,32.013
1025.0000,31.77
1020.0000,31.5573
1015.0000,31.3771
1010.0000,31.2297
1005.0000,31.1123
1000.0000,31.0228
995.0000,30.9572
990.0000,30.9135
985.0000,30.8881
980.0000,30.8767
975.0000,30.8799
970.0000,30.8912
965.0000,30.9117
960.0000,30.9398
955.0000,30.9728
950.0000,31.0111
945.0000,31.0527
940.0000,31.0972
935.0000,31.1459
930.0000,31.1932
925.0000,31.2425
920.0000,31.2899
915.0000,31.3366
910.0000,31.3864
905.0000,31.437
900.0000,31.4847
895.0000,31.53
890.0000,31.57
885.0000,31.6126
880.0000,31.6475
875.0000,31.6823
870.0000,31.7113
865.0000,31.7391
860.0000,31.7645
855.0000,31.7929
850.0000,31.8233
845.0000,31.8557
840.0000,31.8857
835.0000,31.912
830.0000,31.9439
825.0000,31.976
820.0000,32.0189
815.0000,32.0629
810.0000,32.1148
805.0000,32.1658
800.0000,32.22
795.0000,32.2744
790.0000,32.3351
785.0000,32.3962
780.0000,32.4588
775.0000,32.5226
770.0000,32.5819
765.0000,32.6457
760.0000,32.7105
755.0000,32.7765
750.0000,34.7212
745.0000,34.7151
740.0000,34.6961
735.0000,34.6947
730.0000,34.6884
725.0000,34.6941
720.0000,34.707
715.0000,34.7309
710.0000,34.7479
705.0000,34.766
700.0000,34.7951
695.0000,34.843
690.0000,34.8989
685.0000,34.9302
680.0000,34.9423
675.0000,34.9458
670.0000,34.972
665.0000,35.0118
660.0000,35.0526
655.0000,35.1051
650.0000,35.1532
645.0000,35.2183
640.0000,35.2777
635.0000,35.3447
630.0000,35.4055
625.0000,35.4808
620.0000,35.562
615.0000,35.6469
610.0000,35.7371
605.0000,35.8284
600.0000,35.905
595.0000,35.9964
590.0000,36.0976
585.0000,36.1929
580.0000,36.2874
575.0000,36.39
570.0000,36.4986
565.0000,36.6167
560.0000,36.7308
555.0000,36.8441
550.0000,36.9624
545.0000,37.0862
540.0000,37.2247
535.0000,37.3579
530.0000,37.4992
525.0000,37.6426
520.0000,37.7896
515.0000,37.9442
510.0000,38.1038
505.0000,38.2733
500.0000,38.4488
495.0000,38.6254
490.0000,38.8014
485.0000,38.9892
480.0000,39.1859
475.0000,39.3902
470.0000,39.5941
465.0000,39.8127
460.0000,40.0307
455.0000,40.249
450.0000,40.4651
445.0000,40.6874
440.0000,40.9206
435.0000,41.1785
430.0000,41.4432
425.0000,41.7021
420.0000,41.9641
415.0000,42.2573
410.0000,42.5754
405.0000,42.9189
400.0000,43.293
395.0000,43.6838
390.0000,44.095
385.0000,44.5079
380.0000,44.9507
375.0000,45.3865
370.0000,45.7573
365.0000,46.1288
360.0000,46.4329
355.0000,46.7087
350.0000,46.9796
345.0000,47.2505
340.0000,47.4345
335.0000,47.7459
330.0000,48.1284
325.0000,48.4983
320.0000,48.9136
315.0000,49.3492
310.0000,49.8245
305.0000,50.3333
300.0000,50.9838

##### Extended Information
[Comments]
Sample name,PVAI MS
Comment,4-2
User
Division,PERC
Company,KOREAUNIV

[Detailed Information]
Creation date,2023-06-26 오후 5:11

Data array type,Linear data array
Horizontal axis,Wavelength [nm]
Vertical axis,%R
Start,1200 nm
End,300 nm
Data interval,5 nm
Data points,181     

[Measurement Information]
Instrument name,UV-vis
Model name,V-670
Serial No.,A043861154

Accessory,ISN-723
Accessory S/N,B017061118
  Beam trap,Use

Measurement date,2023-06-26 오후 5:11

Photometric mode,%R
Measurement range,1200 - 300 nm
Data interval,5 nm
UV/Vis bandwidth,5.0 nm
NIR bandwidth,40.0 nm
Response,Medium
Scan speed,1000 nm/min
Change source at,340 nm
Change grating at,750 nm
Light source,D2/WI
Filter exchange,Step
Correction,Baseline

